General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;1561;20,94700;0,05200;0,003000;129,075;100,00;10,4500;0,000;100,412;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,41;16,377;26,118;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,2021;0,00000;0,0000;0,00000000;0,00000000;0,00511;Infinity;37,9078;28,578433;-0,000028;24,198168;24,165801;0,0000;-0,0053;0,03;25,12;0,01;0,00;1,62;;24,275;23,802;0,0057691;20,94600;0,05200;0,01800;0,0000692;;21,70;1561,00;;;
;;1562;20,94600;0,05100;0,012000;120,375;100,00;10,4500;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,402;26,115;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,5925;0,00000;0,0000;0,00000000;0,00000000;0,00299;Infinity;37,9204;27,598501;-0,000066;23,368432;23,337175;0,0000;-0,0121;0,03;25,12;0,00;0,00;1,56;;24,265;23,802;0,0139651;20,94600;0,05200;0,01000;0,0001705;;21,70;1562,00;;;
;;1563;20,94600;0,05100;0,012000;128,225;100,00;10,4500;0,000;100,426;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,394;26,120;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,5523;0,00000;0,0000;0,00000000;0,00000000;0,00233;Infinity;37,9410;28,484179;-0,000069;24,118360;24,086100;0,0000;-0,0131;0,03;25,12;0,00;0,00;1,89;;24,260;23,788;0,0227925;20,94500;0,05200;0,00700;0,0002688;;21,70;1563,00;;;
;;1564;20,94600;0,05100;-0,005000;131,475;100,01;10,4500;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,413;26,126;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;35,8853;0,00000;0,0000;0,00000000;0,00000000;-0,00248;Infinity;37,9769;28,842901;-0,000107;24,422101;24,389435;0,0000;-0,0206;0,03;25,12;0,00;0,00;1,63;;24,263;23,788;0,0397968;20,94600;0,05100;-0,01200;0,0004615;;21,70;1564,00;;;
;;1565;20,94700;0,05100;-0,008000;129,550;100,01;10,4500;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,425;26,131;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,8003;0,00000;0,0000;0,00000000;0,00000000;-0,00044;Infinity;38,0037;28,630970;-0,000144;24,242652;24,210226;0,0000;-0,0276;0,03;25,12;0,00;0,00;1,62;;24,267;23,787;0,0297215;20,94600;0,05200;-0,00400;0,0003477;;21,70;1565,00;;;
;;1566;20,94600;0,05200;-0,017000;121,300;100,01;10,4500;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,442;26,123;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;46,5641;0,00000;0,0000;0,00000000;0,00000000;-0,00458;Infinity;38,0502;27,704336;-0,000097;23,458046;23,426669;0,0000;-0,0180;0,03;25,12;0,00;0,00;1,84;;24,275;23,787;0,0516396;20,94500;0,05200;-0,02100;0,0006231;;21,70;1566,00;;;
;;1567;20,94500;0,05200;-0,008000;121,300;100,01;10,4500;0,000;100,424;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,408;26,131;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,7805;0,00000;0,0000;0,00000000;0,00000000;-0,00116;Infinity;38,0790;27,704336;-0,000100;23,458046;23,426669;0,0000;-0,0186;0,03;25,12;0,00;0,00;1,57;;24,284;23,793;0,0319176;20,94600;0,05200;-0,00700;0,0003856;;21,70;1567,00;;;
;;1568;20,94600;0,05200;-0,010000;129,575;100,01;10,4500;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,413;26,126;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;40,0198;0,00000;0,0000;0,00000000;0,00000000;-0,00120;Infinity;38,1190;28,633732;-0,000087;24,244991;24,212562;0,0000;-0,0166;0,03;25,12;0,00;0,00;2,19;;24,290;23,793;0,0443820;20,94400;0,05100;-0,00700;0,0005190;;21,70;1568,00;;;
;;1569;20,94500;0,05200;-0,005000;125,775;100,01;10,4500;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,42;16,392;26,126;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;30,5179;0,00000;0,0000;0,00000000;0,00000000;-0,00242;Infinity;38,1496;28,210742;-0,000090;23,886834;23,854883;0,0000;-0,0171;0,03;25,12;0,00;0,00;1,31;;24,297;23,800;0,0338444;20,94700;0,05100;-0,01200;0,0004011;;21,70;1569,00;;;
;;1570;20,94600;0,05200;-0,006000;127,575;100,01;10,4500;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,400;26,147;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,1587;0,00000;0,0000;0,00000000;0,00000000;0,00157;Infinity;38,1647;28,411891;-0,000127;24,057152;24,024974;0,0000;-0,0242;0,03;25,12;0,00;0,00;1,32;;24,296;23,800;0,0168110;20,94700;0,05100;0,00400;0,0001987;;21,70;1570,00;;;
;;1571;20,94500;0,05200;-0,001000;127,375;100,01;10,4500;0,000;100,414;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,408;26,136;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,6495;0,00000;0,0000;0,00000000;0,00000000;0,00057;Infinity;38,1884;28,389612;-0,000080;24,038288;24,006135;0,0000;-0,0152;0,03;25,12;0,00;0,00;1,60;;24,293;23,804;0,0262273;20,94600;0,05100;0,00000;0,0003097;;21,70;1571,00;;;
;;1572;20,94500;0,05200;0,018000;127,775;100,01;10,4500;0,000;100,412;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,444;26,139;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,3229;0,00000;0,0000;0,00000000;0,00000000;0,00308;Infinity;38,1977;28,434153;-0,000083;24,076002;24,043798;0,0000;-0,0159;0,03;25,12;0,00;0,00;1,32;;24,288;23,804;0,0103391;20,94700;0,05100;0,01000;0,0001227;;21,70;1572,00;;;
;;1573;20,94600;0,05200;0,010000;131,825;100,00;10,4500;0,000;100,422;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,400;26,128;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,2854;0,00000;0,0000;-0,00083415;-0,00083415;-0,00146;-1,35960;38,2250;28,881267;-0,000070;24,454586;24,421877;0,0000;-0,0135;0,03;25,12;0,00;0,00;1,34;;24,284;23,806;0,0302595;20,94700;0,05100;-0,00800;0,0003505;;21,70;1573,00;;;
;;1574;20,94600;0,05100;0,007000;126,475;100,01;10,4500;0,000;100,422;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,408;26,142;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,4123;0,00000;0,0000;0,00583903;0,00583903;-0,00068;0,19025;38,2534;28,289138;-0,000090;23,953213;23,921174;0,0000;-0,0170;0,03;25,12;0,00;0,00;1,60;;24,287;23,806;0,0315093;20,94600;0,05100;-0,00500;0,0003730;;21,70;1574,00;;;
;;1575;20,94500;0,05200;-0,012000;123,575;100,01;10,4399;0,000;100,412;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,392;26,128;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;35,7547;0,00000;0,0000;0,00583903;0,00583903;-0,00289;0,26132;38,2891;27,962929;-0,000077;23,677004;23,645334;0,0000;-0,0143;0,03;25,12;0,00;0,00;1,58;;24,292;23,816;0,0396520;20,94600;0,05200;-0,01400;0,0004742;;21,69;1575,00;;;
;;1576;20,94600;0,05200;-0,004000;126,450;100,01;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,432;26,139;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,5393;0,00000;0,0000;-0,00083415;-0,00083415;0,00007;-1,85039;38,3137;28,286340;-0,000080;23,950845;23,918809;0,0000;-0,0150;0,03;25,12;0,00;0,00;1,60;;24,295;23,816;0,0272141;20,94600;0,05200;-0,00200;0,0003223;;21,69;1576,00;;;
;;1577;20,94600;0,05200;-0,021000;121,950;100,01;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,373;26,144;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,3464;0,00000;0,0000;0,00000000;0,00000000;-0,00116;Infinity;38,3380;27,778466;-0,000083;23,520813;23,489352;0,0000;-0,0154;0,03;25,12;0,00;0,00;1,29;;24,295;23,824;0,0270002;20,94700;0,05200;-0,00700;0,0003252;;21,69;1577,00;;;
;;1578;20,94500;0,05100;-0,007000;126,225;100,00;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,43;16,409;26,147;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,8011;0,00000;0,0000;0,00000000;0,00000000;-0,00093;Infinity;38,3618;28,261164;-0,000069;23,929527;23,897520;0,0000;-0,0130;0,03;25,12;0,00;0,00;1,32;;24,295;23,824;0,0263954;20,94700;0,05200;-0,00600;0,0003126;;21,69;1578,00;;;
;;1579;20,94600;0,05100;-0,007000;130,050;100,01;10,4399;0,000;100,422;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,394;26,139;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,9814;0,00000;0,0000;0,00000000;0,00000000;0,00184;Infinity;38,3808;28,686167;-0,000088;24,289390;24,256901;0,0000;-0,0169;0,03;25,12;0,00;0,00;1,62;;24,293;23,821;0,0210503;20,94600;0,05100;0,00500;0,0002464;;21,69;1579,00;;;
;;1580;20,94400;0,05100;-0,012000;126,250;100,00;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,417;26,136;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,8584;0,00000;0,0000;0,00000000;0,00000000;0,00306;Infinity;38,3947;28,263962;-0,000040;23,931897;23,899886;0,0000;-0,0076;0,03;25,12;0,00;0,00;1,60;;24,288;23,821;0,0153690;20,94600;0,05100;0,01000;0,0001831;;21,69;1580,00;;;
;;1581;20,94700;0,05100;0,004000;128,150;100,00;10,4399;0,000;100,426;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,385;26,161;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,9384;0,00000;0,0000;0,00000000;0,00000000;0,00283;Infinity;38,4096;28,475848;-0,000026;24,111306;24,079056;0,0000;-0,0050;0,03;25,12;0,00;0,00;1,61;;24,282;23,813;0,0165666;20,94600;0,05100;0,00900;0,0001958;;21,69;1581,00;;;
;;1582;20,94700;0,05100;0,000000;123,975;100,01;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,394;26,142;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0832;0,00000;0,0000;0,00000000;0,00000000;0,00303;Infinity;38,4097;28,008149;-0,000079;23,715292;23,683571;0,0000;-0,0147;0,03;25,12;0,00;0,00;0,74;;24,272;23,813;0,0000923;20,94900;0,05100;0,01000;0,0000020;;21,69;1582,00;;;
;;1583;20,94600;0,05100;0,010000;125,100;100,01;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,364;26,147;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,4374;0,00000;0,0000;0,00000000;0,00000000;0,00056;Infinity;38,4331;28,134941;-0,000114;23,822651;23,790786;0,0000;-0,0215;0,03;25,12;0,00;0,00;1,59;;24,264;23,807;0,0259921;20,94600;0,05100;0,00000;0,0003097;;21,69;1583,00;;;
;;1584;20,94700;0,05100;-0,008000;122,050;100,00;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,392;26,126;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,7103;0,00000;0,0000;0,00000000;0,00000000;0,00080;Infinity;38,4408;27,789853;-0,000050;23,530455;23,498982;0,0000;-0,0093;0,03;25,12;0,00;0,00;0,74;;24,258;23,807;0,0085507;20,94900;0,05200;0,00100;0,0001032;;21,69;1584,00;;;
;;1585;20,94700;0,05200;-0,005000;122,050;100,00;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,404;26,142;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,4997;0,00000;0,0000;0,00000000;0,00000000;-0,00043;Infinity;38,4623;27,789853;-0,000050;23,530455;23,498982;0,0000;-0,0093;0,03;25,12;0,00;0,00;1,29;;24,252;23,805;0,0238432;20,94700;0,05200;-0,00400;0,0002873;;21,69;1585,00;;;
;;1586;20,94600;0,05200;-0,014000;132,650;100,00;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,44;16,417;26,150;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;34,3183;0,00000;0,0000;0,00000000;0,00000000;-0,00325;Infinity;38,4967;28,971500;-0,000069;24,530989;24,498177;0,0000;-0,0134;0,03;25,12;0,00;0,00;1,35;;24,254;23,805;0,0380590;20,94700;0,05100;-0,01500;0,0004391;;21,69;1586,00;;;
;;1587;20,94600;0,05200;-0,002000;130,575;100,01;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,423;26,147;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;33,3200;0,00000;0,0000;0,00000000;0,00000000;-0,00424;Infinity;38,5300;28,744010;-0,000155;24,338367;24,305813;0,0000;-0,0298;0,03;25,12;0,00;0,00;1,05;;24,260;23,810;0,0369519;20,94800;0,05100;-0,01900;0,0004293;;21,69;1587,00;;;
;;1588;20,94600;0,05200;-0,007000;129,175;100,01;10,4399;0,000;100,422;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,408;26,126;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,2131;0,00000;0,0000;0,00000000;0,00000000;0,00108;Infinity;38,5472;28,589502;-0,000141;24,207540;24,175161;0,0000;-0,0269;0,03;25,12;0,00;0,00;1,33;;24,261;23,810;0,0190894;20,94700;0,05100;0,00200;0,0002240;;21,69;1588,00;;;
;;1589;20,94700;0,05100;-0,006000;128,975;100,02;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,379;26,142;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;14,2691;0,00000;0,0000;0,00000000;0,00000000;0,00158;Infinity;38,5615;28,567361;-0,000193;24,188793;24,156439;0,0000;-0,0369;0,03;25,12;0,00;0,00;1,33;;24,256;23,810;0,0158245;20,94700;0,05200;0,00400;0,0001860;;21,69;1589,00;;;
;;1590;20,94700;0,05100;0,005000;123,475;100,01;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,388;26,147;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,1712;0,00000;0,0000;0,00000000;0,00000000;0,00278;Infinity;38,5706;27,951612;-0,000145;23,667421;23,635764;0,0000;-0,0272;0,03;25,12;0,00;0,00;1,30;;24,248;23,810;0,0101708;20,94700;0,05200;0,00900;0,0001227;;21,69;1590,00;;;
;;1591;20,94600;0,05100;0,010000;127,425;100,02;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,408;26,136;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,3767;0,00000;0,0000;0,00000000;0,00000000;0,00007;Infinity;38,5870;28,395183;-0,000198;24,043005;24,010846;0,0000;-0,0376;0,03;25,12;0,00;0,00;1,04;;24,241;23,799;0,0181617;20,94800;0,05100;-0,00200;0,0002142;;21,69;1591,00;;;
;;1592;20,94600;0,05100;0,009000;126,275;100,02;10,4399;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,404;26,171;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,6141;0,00000;0,0000;-0,00083415;-0,00083415;0,00256;-1,33067;38,5936;28,266760;-0,000184;23,934266;23,902252;0,0000;-0,0347;0,03;25,12;0,00;0,00;1,03;;24,233;23,799;0,0073351;20,94800;0,05100;0,00800;0,0000877;;21,69;1592,00;;;
;;1593;20,94600;0,05100;0,010000;129,350;100,02;10,4399;0,000;100,424;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,400;26,150;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;25,0742;0,00000;0,0000;0,00583903;0,00583903;-0,00119;0,26736;38,6187;28,608861;-0,000186;24,223932;24,191531;0,0000;-0,0355;0,03;25,12;0,00;0,00;1,33;;24,227;23,795;0,0278073;20,94700;0,05200;-0,00700;0,0003252;;21,69;1593,00;;;
;;1594;20,94900;0,05200;0,000000;120,975;100,01;10,4299;0,000;100,414;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,417;26,152;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;25,8918;0,00000;0,0000;0,00583903;0,00583903;-0,00018;0,18606;38,6446;27,667197;-0,000171;23,426599;23,395264;0,0000;-0,0317;0,03;25,12;0,00;0,00;1,56;;24,228;23,795;0,0287140;20,94600;0,05100;-0,00300;0,0003477;;21,68;1594,00;;;
;;1595;20,94600;0,05200;0,001000;129,300;100,02;10,4299;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,45;16,402;26,139;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,7345;0,00000;0,0000;-0,00083415;-0,00083415;-0,00094;-1,87113;38,6733;28,603332;-0,000173;24,219250;24,186856;0,0000;-0,0331;0,03;25,12;0,00;0,00;1,62;;24,230;23,799;0,0318665;20,94600;0,05200;-0,00600;0,0003730;;21,68;1595,00;;;
;;1596;20,94900;0,05100;-0,004000;128,675;100,01;10,4299;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,46;16,381;26,171;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,0662;0,00000;0,0000;0,00000000;0,00000000;-0,00321;Infinity;38,7164;28,534117;-0,000142;24,160645;24,128328;0,0000;-0,0271;0,03;25,12;0,00;0,00;1,90;;24,237;23,799;0,0477604;20,94500;0,05100;-0,01500;0,0005598;;21,68;1596,00;;;
;;1597;20,94700;0,05100;-0,015000;127,500;100,01;10,4299;0,000;100,420;36,000;0,005;299,050;298,650;26,00;298,817;263,151;0,000;25,800;26,000;25,200;301,150;;;;;0,00;0,00;0,00;3,00;4,46;16,364;26,150;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,5874;0,00000;0,0000;0,00000000;0,00000000;-0,00043;Infinity;38,7430;28,403539;-0,000160;24,050080;24,017911;0,0000;-0,0305;0,03;25,12;0,00;0,00;1,61;;24,244;23,804;0,0294854;20,94600;0,05200;-0,00400;0,0003477;;21,68;1597,00;;;
