s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door
 2.22001E+002, 2.57429E+001, 2.75214E+001, 4.04466E+001, 2.99606E+001, 2.50202E+001, 2.57872E+001, 2.68648E+001, 7.42673E+001, 5.55316E+001, 5.36999E+001, 5.53392E+001, 5.75974E+001, 1.86136E+002, 1.42814E+002, 1.05409E+002, 8.50629E+001, 6.30761E+001, 3.49703E+001, 2.89411E+001, 2.94193E+001, 2.97603E+001, 2.96325E+001, 2.55420E+001, 2.56182E+001, 2.57429E+001, 2.58516E+001, 2.60934E+001, 2.54628E+001, 2.55708E+001, 2.56972E+001, 2.57971E+001, 2.60314E+001, 2.54168E+001, 2.55473E+001, 2.56695E+001, 2.57667E+001, 2.60046E+001, 3.21466E+002, 1.84487E+002, 3.79063E-002, 2.02717E-001, 3.28125E+002, 2.30000E-001, 2.61946E+001, 2.61946E+001, 1.16238E-001, 2.87374E+001, 2.51146E+001, 7.54742E-002, 2.73809E+001, 2.50253E+001
 2.23001E+002, 2.57364E+001, 2.77010E+001, 4.08301E+001, 3.00028E+001, 2.50203E+001, 2.55628E+001, 2.68752E+001, 7.41788E+001, 5.56523E+001, 5.29088E+001, 5.43997E+001, 5.86644E+001, 1.87703E+002, 1.43149E+002, 1.08039E+002, 8.63016E+001, 6.47163E+001, 3.47515E+001, 2.92332E+001, 2.88186E+001, 2.94802E+001, 2.90721E+001, 2.55434E+001, 2.56181E+001, 2.57364E+001, 2.58431E+001, 2.60671E+001, 2.54632E+001, 2.55721E+001, 2.56961E+001, 2.57944E+001, 2.60227E+001, 2.54182E+001, 2.55502E+001, 2.56706E+001, 2.57670E+001, 2.60001E+001, 3.21440E+002, 1.83311E+002, 3.78995E-002, 2.02730E-001, 3.28768E+002, 2.30000E-001, 2.61984E+001, 2.61984E+001, 1.16920E-001, 2.87492E+001, 2.51148E+001, 7.37894E-002, 2.75976E+001, 2.50259E+001
 2.24002E+002, 2.57357E+001, 2.75408E+001, 4.02873E+001, 2.94712E+001, 2.50203E+001, 2.54732E+001, 2.72638E+001, 7.48911E+001, 5.68522E+001, 5.40501E+001, 5.47115E+001, 5.72538E+001, 1.88085E+002, 1.43435E+002, 1.06881E+002, 8.64250E+001, 6.61318E+001, 3.46883E+001, 2.88686E+001, 2.88454E+001, 2.89236E+001, 2.94591E+001, 2.55460E+001, 2.56222E+001, 2.57357E+001, 2.58404E+001, 2.60568E+001, 2.54670E+001, 2.55768E+001, 2.56985E+001, 2.57959E+001, 2.60205E+001, 2.54223E+001, 2.55563E+001, 2.56744E+001, 2.57694E+001, 2.60004E+001, 3.21578E+002, 1.83117E+002, 3.78977E-002, 2.02727E-001, 3.29331E+002, 2.30000E-001, 2.61946E+001, 2.61946E+001, 1.15127E-001, 2.86063E+001, 2.51152E+001, 7.72925E-002, 2.74631E+001, 2.50265E+001
 2.25002E+002, 2.57401E+001, 2.74844E+001, 4.11589E+001, 2.98349E+001, 2.50204E+001, 2.57990E+001, 2.74294E+001, 7.39956E+001, 5.59754E+001, 5.39815E+001, 5.65876E+001, 5.87835E+001, 1.87684E+002, 1.44973E+002, 1.08349E+002, 8.63389E+001, 6.53125E+001, 3.47023E+001, 2.88962E+001, 2.86326E+001, 2.90388E+001, 2.89363E+001, 2.55520E+001, 2.56289E+001, 2.57401E+001, 2.58431E+001, 2.60608E+001, 2.54728E+001, 2.55836E+001, 2.57036E+001, 2.57995E+001, 2.60228E+001, 2.54274E+001, 2.55638E+001, 2.56802E+001, 2.57733E+001, 2.60020E+001, 3.21371E+002, 1.82618E+002, 3.79010E-002, 2.02697E-001, 3.30030E+002, 2.30000E-001, 2.61946E+001, 2.61946E+001, 1.15832E-001, 2.87143E+001, 2.51159E+001, 7.99491E-002, 2.71739E+001, 2.50268E+001
 2.26002E+002, 2.57439E+001, 2.74650E+001, 4.12413E+001, 2.97039E+001, 2.50204E+001, 2.57188E+001, 2.71388E+001, 7.48584E+001, 5.63402E+001, 5.32152E+001, 5.50849E+001, 5.91748E+001, 1.88319E+002, 1.44333E+002, 1.09846E+002, 8.69632E+001, 6.59889E+001, 3.43026E+001, 2.91499E+001, 2.86442E+001, 2.88213E+001, 2.90771E+001, 2.55552E+001, 2.56348E+001, 2.57439E+001, 2.58457E+001, 2.60631E+001, 2.54764E+001, 2.55888E+001, 2.57085E+001, 2.58028E+001, 2.60268E+001, 2.54284E+001, 2.55667E+001, 2.56838E+001, 2.57750E+001, 2.60006E+001, 3.21306E+002, 1.80841E+002, 3.78996E-002, 2.02679E-001, 3.30640E+002, 2.30000E-001, 2.61950E+001, 2.61950E+001, 1.15966E-001, 2.87373E+001, 2.51165E+001, 7.72984E-002, 2.72543E+001, 2.50266E+001
 2.27002E+002, 2.57459E+001, 2.75314E+001, 4.13511E+001, 3.00342E+001, 2.50205E+001, 2.55789E+001, 2.66329E+001, 7.48323E+001, 5.71364E+001, 5.42383E+001, 5.56144E+001, 5.85549E+001, 1.88035E+002, 1.43107E+002, 1.08279E+002, 8.72893E+001, 6.58719E+001, 3.40600E+001, 2.89561E+001, 2.89860E+001, 2.87456E+001, 2.91812E+001, 2.55508E+001, 2.56347E+001, 2.57459E+001, 2.58421E+001, 2.60665E+001, 2.54735E+001, 2.55876E+001, 2.57086E+001, 2.58016E+001, 2.60261E+001, 2.54235E+001, 2.55608E+001, 2.56807E+001, 2.57717E+001, 2.59976E+001, 3.21144E+002, 1.81224E+002, 3.78942E-002, 2.02680E-001, 3.31107E+002, 2.30000E-001, 2.61968E+001, 2.61968E+001, 1.17565E-001, 2.87705E+001, 2.51169E+001, 7.84364E-002, 2.78765E+001, 2.50261E+001
 2.28002E+002, 2.57458E+001, 2.75571E+001, 4.18049E+001, 3.00362E+001, 2.50207E+001, 2.60802E+001, 2.71181E+001, 7.45351E+001, 5.66400E+001, 5.42200E+001, 5.61300E+001, 5.85617E+001, 1.87845E+002, 1.44112E+002, 1.07504E+002, 8.65720E+001, 6.50122E+001, 3.44130E+001, 2.88153E+001, 2.89658E+001, 2.93108E+001, 2.89179E+001, 2.55436E+001, 2.56277E+001, 2.57458E+001, 2.58425E+001, 2.60652E+001, 2.54673E+001, 2.55802E+001, 2.57036E+001, 2.57975E+001, 2.60236E+001, 2.54188E+001, 2.55525E+001, 2.56734E+001, 2.57661E+001, 2.59962E+001, 3.21535E+002, 1.83384E+002, 3.79054E-002, 2.02625E-001, 3.31643E+002, 2.30000E-001, 2.61968E+001, 2.61968E+001, 1.16052E-001, 2.86363E+001, 2.51172E+001, 7.27288E-002, 2.77136E+001, 2.50261E+001
 2.29002E+002, 2.57379E+001, 2.75290E+001, 4.16112E+001, 2.97724E+001, 2.50207E+001, 2.65331E+001, 2.75857E+001, 7.45139E+001, 5.54985E+001, 5.33841E+001, 5.50848E+001, 5.93331E+001, 1.87277E+002, 1.44336E+002, 1.09555E+002, 8.79961E+001, 6.67199E+001, 3.45645E+001, 2.91820E+001, 2.85373E+001, 2.88317E+001, 2.90767E+001, 2.55423E+001, 2.56234E+001, 2.57379E+001, 2.58362E+001, 2.60605E+001, 2.54648E+001, 2.55753E+001, 2.56975E+001, 2.57928E+001, 2.60219E+001, 2.54191E+001, 2.55502E+001, 2.56689E+001, 2.57632E+001, 2.59965E+001, 3.21506E+002, 1.82837E+002, 3.78979E-002, 2.02566E-001, 3.32169E+002, 2.30000E-001, 2.61943E+001, 2.61943E+001, 1.15496E-001, 2.86640E+001, 2.51173E+001, 7.63449E-002, 2.74115E+001, 2.50264E+001
 2.30000E+002, 2.57357E+001, 2.74796E+001, 4.18795E+001, 3.00771E+001, 2.50207E+001, 2.59236E+001, 2.71941E+001, 7.49552E+001, 5.73204E+001, 5.34465E+001, 5.46197E+001, 5.74974E+001, 1.87994E+002, 1.42884E+002, 1.08267E+002, 8.74567E+001, 6.58659E+001, 3.44500E+001, 2.89274E+001, 2.89032E+001, 2.86825E+001, 2.94267E+001, 2.55451E+001, 2.56249E+001, 2.57357E+001, 2.58324E+001, 2.60574E+001, 2.54678E+001, 2.55775E+001, 2.56959E+001, 2.57917E+001, 2.60186E+001, 2.54220E+001, 2.55531E+001, 2.56693E+001, 2.57639E+001, 2.59947E+001, 3.21591E+002, 1.80967E+002, 3.78941E-002, 2.02566E-001, 3.32619E+002, 2.30000E-001, 2.61997E+001, 2.61997E+001, 1.16526E-001, 2.87970E+001, 2.51173E+001, 8.25669E-002, 2.75430E+001, 2.50266E+001
 2.31000E+002, 2.57384E+001, 2.74459E+001, 4.23664E+001, 3.04623E+001, 2.50209E+001, 2.55075E+001, 2.73339E+001, 7.43475E+001, 5.60497E+001, 5.43484E+001, 5.60255E+001, 5.81628E+001, 1.86803E+002, 1.43594E+002, 1.07260E+002, 8.64250E+001, 6.48404E+001, 3.48012E+001, 2.88727E+001, 2.87492E+001, 2.88569E+001, 2.95159E+001, 2.55504E+001, 2.56294E+001, 2.57384E+001, 2.58362E+001, 2.60578E+001, 2.54715E+001, 2.55817E+001, 2.56989E+001, 2.57945E+001, 2.60165E+001, 2.54236E+001, 2.55543E+001, 2.56710E+001, 2.57650E+001, 2.59940E+001, 3.21792E+002, 1.84017E+002, 3.78988E-002, 2.02582E-001, 3.33105E+002, 2.30000E-001, 2.62025E+001, 2.62025E+001, 1.16745E-001, 2.87597E+001, 2.51176E+001, 7.80010E-002, 2.72979E+001, 2.50274E+001
 2.32000E+002, 2.57422E+001, 2.74997E+001, 4.15793E+001, 3.07550E+001, 2.50212E+001, 2.52389E+001, 2.68618E+001, 7.47192E+001, 5.66259E+001, 5.35666E+001, 5.51293E+001, 5.84235E+001, 1.87324E+002, 1.44169E+002, 1.09361E+002, 8.75941E+001, 6.58639E+001, 3.46660E+001, 2.90733E+001, 2.85166E+001, 2.88385E+001, 2.89628E+001, 2.55547E+001, 2.56332E+001, 2.57422E+001, 2.58410E+001, 2.60638E+001, 2.54731E+001, 2.55826E+001, 2.57015E+001, 2.57971E+001, 2.60229E+001, 2.54239E+001, 2.55536E+001, 2.56718E+001, 2.57660E+001, 2.60023E+001, 3.21514E+002, 1.82679E+002, 3.78977E-002, 2.02566E-001, 3.33612E+002, 2.30000E-001, 2.62057E+001, 2.62057E+001, 1.17714E-001, 2.87782E+001, 2.51183E+001, 6.41331E-002, 2.70249E+001, 2.50293E+001
 2.33001E+002, 2.57441E+001, 2.74884E+001, 4.15365E+001, 3.03220E+001, 2.50213E+001, 2.52667E+001, 2.69420E+001, 7.52180E+001, 5.65691E+001, 5.34257E+001, 5.53681E+001, 5.81810E+001, 1.87978E+002, 1.43164E+002, 1.09007E+002, 8.79169E+001, 6.72387E+001, 3.46096E+001, 2.90150E+001, 2.88696E+001, 2.85770E+001, 2.97416E+001, 2.55542E+001, 2.56333E+001, 2.57441E+001, 2.58444E+001, 2.60721E+001, 2.54737E+001, 2.55820E+001, 2.57024E+001, 2.57989E+001, 2.60304E+001, 2.54242E+001, 2.55533E+001, 2.56721E+001, 2.57670E+001, 2.60072E+001, 3.21101E+002, 1.82057E+002, 3.78922E-002, 2.02515E-001, 3.34044E+002, 2.30000E-001, 2.62033E+001, 2.62033E+001, 1.16447E-001, 2.87923E+001, 2.51190E+001, 7.00414E-002, 2.71239E+001, 2.50297E+001
 2.34001E+002, 2.57472E+001, 2.74726E+001, 4.25213E+001, 3.02318E+001, 2.50213E+001, 2.57429E+001, 2.67143E+001, 7.44380E+001, 5.71603E+001, 5.49494E+001, 5.66978E+001, 5.91231E+001, 1.88081E+002, 1.45593E+002, 1.09122E+002, 8.79268E+001, 6.57090E+001, 3.45917E+001, 2.87967E+001, 2.87935E+001, 2.91977E+001, 2.92169E+001, 2.55524E+001, 2.56310E+001, 2.57472E+001, 2.58480E+001, 2.60773E+001, 2.54735E+001, 2.55818E+001, 2.57038E+001, 2.58004E+001, 2.60299E+001, 2.54239E+001, 2.55539E+001, 2.56729E+001, 2.57678E+001, 2.59998E+001, 3.20799E+002, 1.82168E+002, 3.79020E-002, 2.02502E-001, 3.34464E+002, 2.30000E-001, 2.61985E+001, 2.61985E+001, 1.14743E-001, 2.87266E+001, 2.51195E+001, 8.54508E-002, 2.72535E+001, 2.50278E+001
 2.35001E+002, 2.57491E+001, 2.74259E+001, 4.18141E+001, 3.07329E+001, 2.50214E+001, 2.59857E+001, 2.68996E+001, 7.57053E+001, 5.66625E+001, 5.39490E+001, 5.59661E+001, 6.05192E+001, 1.88028E+002, 1.43436E+002, 1.08428E+002, 8.60400E+001, 6.58928E+001, 3.41622E+001, 2.92615E+001, 2.88179E+001, 2.90259E+001, 2.99321E+001, 2.55484E+001, 2.56319E+001, 2.57491E+001, 2.58528E+001, 2.60825E+001, 2.54728E+001, 2.55835E+001, 2.57067E+001, 2.58030E+001, 2.60297E+001, 2.54234E+001, 2.55563E+001, 2.56760E+001, 2.57703E+001, 2.59977E+001, 3.20781E+002, 1.80370E+002, 3.78981E-002, 2.02548E-001, 3.34918E+002, 2.30000E-001, 2.61923E+001, 2.61923E+001, 1.18252E-001, 2.88316E+001, 2.51198E+001, 8.58236E-002, 2.73417E+001, 2.50274E+001
 2.36001E+002, 2.57546E+001, 2.74808E+001, 4.19442E+001, 3.06804E+001, 2.50213E+001, 2.58524E+001, 2.68119E+001, 7.51431E+001, 5.78673E+001, 5.52106E+001, 5.66726E+001, 5.88533E+001, 1.87727E+002, 1.42054E+002, 1.06370E+002, 8.56855E+001, 6.52609E+001, 3.44721E+001, 2.90823E+001, 2.92345E+001, 2.90524E+001, 3.05014E+001, 2.55471E+001, 2.56362E+001, 2.57546E+001, 2.58592E+001, 2.60980E+001, 2.54731E+001, 2.55877E+001, 2.57120E+001, 2.58081E+001, 2.60417E+001, 2.54245E+001, 2.55602E+001, 2.56810E+001, 2.57747E+001, 2.60083E+001, 3.20762E+002, 1.81428E+002, 3.78930E-002, 2.02594E-001, 3.35409E+002, 2.30000E-001, 2.61885E+001, 2.61885E+001, 1.19558E-001, 2.88251E+001, 2.51201E+001, 7.72437E-002, 2.72502E+001, 2.50270E+001
 2.37001E+002, 2.57593E+001, 2.75440E+001, 4.25469E+001, 3.06796E+001, 2.50213E+001, 2.55470E+001, 2.69755E+001, 7.53475E+001, 5.68829E+001, 5.48585E+001, 5.70347E+001, 5.93601E+001, 1.87509E+002, 1.43947E+002, 1.06574E+002, 8.52639E+001, 6.46187E+001, 3.47479E+001, 2.89841E+001, 2.89598E+001, 2.92750E+001, 3.03722E+001, 2.55505E+001, 2.56409E+001, 2.57593E+001, 2.58623E+001, 2.61204E+001, 2.54746E+001, 2.55915E+001, 2.57163E+001, 2.58127E+001, 2.60558E+001, 2.54273E+001, 2.55632E+001, 2.56844E+001, 2.57786E+001, 2.60180E+001, 3.21266E+002, 1.83281E+002, 3.79020E-002, 2.02551E-001, 3.35926E+002, 2.30000E-001, 2.61911E+001, 2.61911E+001, 1.19087E-001, 2.88284E+001, 2.51206E+001, 6.93441E-002, 2.71698E+001, 2.50269E+001
 2.38001E+002, 2.57592E+001, 2.75695E+001, 4.21725E+001, 3.03577E+001, 2.50214E+001, 2.55635E+001, 2.71193E+001, 7.55186E+001, 5.69757E+001, 5.46611E+001, 5.62179E+001, 5.96080E+001, 1.86842E+002, 1.43082E+002, 1.08210E+002, 8.66568E+001, 6.63300E+001, 3.45863E+001, 2.93210E+001, 2.87351E+001, 2.89891E+001, 2.97208E+001, 2.55532E+001, 2.56429E+001, 2.57592E+001, 2.58627E+001, 2.61129E+001, 2.54770E+001, 2.55928E+001, 2.57166E+001, 2.58141E+001, 2.60565E+001, 2.54301E+001, 2.55644E+001, 2.56852E+001, 2.57804E+001, 2.60184E+001, 3.21107E+002, 1.81981E+002, 3.78961E-002, 2.02497E-001, 3.36399E+002, 2.30000E-001, 2.61942E+001, 2.61942E+001, 1.18270E-001, 2.87904E+001, 2.51214E+001, 7.30448E-002, 2.73995E+001, 2.50273E+001
 2.39001E+002, 2.57601E+001, 2.75752E+001, 4.28359E+001, 3.03603E+001, 2.50213E+001, 2.58112E+001, 2.69203E+001, 7.62050E+001, 5.86030E+001, 5.47446E+001, 5.57424E+001, 5.87011E+001, 1.88252E+002, 1.43005E+002, 1.07254E+002, 8.66765E+001, 6.51830E+001, 3.48255E+001, 2.89995E+001, 2.92868E+001, 2.88092E+001, 3.01368E+001, 2.55567E+001, 2.56445E+001, 2.57601E+001, 2.58626E+001, 2.61152E+001, 2.54795E+001, 2.55943E+001, 2.57173E+001, 2.58155E+001, 2.60555E+001, 2.54326E+001, 2.55665E+001, 2.56865E+001, 2.57827E+001, 2.60204E+001, 3.21206E+002, 1.81544E+002, 3.78947E-002, 2.02523E-001, 3.36791E+002, 2.30000E-001, 2.61993E+001, 2.61993E+001, 1.19921E-001, 2.88211E+001, 2.51220E+001, 7.77578E-002, 2.76020E+001, 2.50275E+001
 2.40002E+002, 2.57633E+001, 2.76468E+001, 4.24054E+001, 3.05754E+001, 2.50213E+001, 2.56565E+001, 2.67724E+001, 7.65556E+001, 5.73736E+001, 5.52823E+001, 5.74833E+001, 5.95507E+001, 1.86820E+002, 1.44480E+002, 1.08166E+002, 8.69911E+001, 6.49008E+001, 3.47778E+001, 2.89256E+001, 2.88515E+001, 2.91831E+001, 2.95434E+001, 2.55602E+001, 2.56471E+001, 2.57633E+001, 2.58637E+001, 2.61151E+001, 2.54826E+001, 2.55979E+001, 2.57204E+001, 2.58188E+001, 2.60614E+001, 2.54355E+001, 2.55717E+001, 2.56911E+001, 2.57874E+001, 2.60291E+001, 3.21323E+002, 1.82714E+002, 3.79000E-002, 2.02611E-001, 3.37147E+002, 2.30000E-001, 2.62019E+001, 2.62019E+001, 1.21956E-001, 2.88571E+001, 2.51226E+001, 8.00874E-002, 2.74003E+001, 2.50275E+001
 2.41002E+002, 2.57685E+001, 2.75506E+001, 4.18552E+001, 3.09579E+001, 2.50214E+001, 2.58619E+001, 2.72329E+001, 7.69682E+001, 5.84549E+001, 5.46669E+001, 5.58358E+001, 5.97774E+001, 1.87204E+002, 1.43405E+002, 1.08603E+002, 8.66846E+001, 6.55353E+001, 3.45438E+001, 2.91650E+001, 2.87464E+001, 2.91712E+001, 2.93602E+001, 2.55632E+001, 2.56533E+001, 2.57685E+001, 2.58721E+001, 2.61173E+001, 2.54868E+001, 2.56043E+001, 2.57264E+001, 2.58245E+001, 2.60691E+001, 2.54394E+001, 2.55781E+001, 2.56973E+001, 2.57926E+001, 2.60352E+001, 3.21450E+002, 1.81259E+002, 3.78973E-002, 2.02638E-001, 3.37464E+002, 2.30000E-001, 2.62003E+001, 2.62003E+001, 1.23094E-001, 2.89382E+001, 2.51233E+001, 7.50814E-002, 2.71561E+001, 2.50275E+001
 2.42002E+002, 2.57723E+001, 2.76582E+001, 4.15042E+001, 3.07906E+001, 2.50214E+001, 2.60546E+001, 2.72423E+001, 7.76089E+001, 5.87992E+001, 5.55933E+001, 5.69892E+001, 5.89548E+001, 1.87314E+002, 1.42074E+002, 1.07242E+002, 8.67582E+001, 6.67205E+001, 3.45458E+001, 2.90437E+001, 2.90060E+001, 2.88995E+001, 3.00248E+001, 2.55652E+001, 2.56582E+001, 2.57723E+001, 2.58755E+001, 2.61117E+001, 2.54907E+001, 2.56095E+001, 2.57313E+001, 2.58279E+001, 2.60676E+001, 2.54424E+001, 2.55822E+001, 2.57010E+001, 2.57947E+001, 2.60338E+001, 3.21279E+002, 1.81354E+002, 3.78898E-002, 2.02621E-001, 3.37725E+002, 2.30000E-001, 2.61970E+001, 2.61970E+001, 1.22855E-001, 2.89642E+001, 2.51239E+001, 7.30513E-002, 2.70077E+001, 2.50279E+001
 2.43002E+002, 2.57746E+001, 2.75557E+001, 4.22460E+001, 3.02639E+001, 2.50211E+001, 2.53920E+001, 2.65825E+001, 7.68182E+001, 5.92702E+001, 5.69252E+001, 5.82470E+001, 5.98532E+001, 1.87801E+002, 1.44300E+002, 1.07825E+002, 8.68316E+001, 6.54847E+001, 3.46164E+001, 2.88206E+001, 2.88969E+001, 2.91971E+001, 2.96522E+001, 2.55671E+001, 2.56591E+001, 2.57746E+001, 2.58725E+001, 2.61158E+001, 2.54926E+001, 2.56109E+001, 2.57325E+001, 2.58267E+001, 2.60637E+001, 2.54434E+001, 2.55828E+001, 2.57016E+001, 2.57943E+001, 2.60338E+001, 3.21329E+002, 1.81986E+002, 3.79011E-002, 2.02624E-001, 3.37900E+002, 2.30000E-001, 2.61979E+001, 2.61979E+001, 1.19937E-001, 2.87654E+001, 2.51242E+001, 7.98505E-002, 2.73911E+001, 2.50276E+001
 2.44002E+002, 2.57740E+001, 2.75879E+001, 4.18914E+001, 3.05397E+001, 2.50210E+001, 2.53180E+001, 2.63348E+001, 7.72907E+001, 5.81242E+001, 5.51951E+001, 5.74392E+001, 6.15895E+001, 1.87038E+002, 1.43778E+002, 1.07111E+002, 8.54917E+001, 6.56005E+001, 3.44972E+001, 2.92415E+001, 2.88883E+001, 2.92101E+001, 2.95687E+001, 2.55669E+001, 2.56578E+001, 2.57740E+001, 2.58767E+001, 2.61089E+001, 2.54929E+001, 2.56099E+001, 2.57318E+001, 2.58262E+001, 2.60637E+001, 2.54437E+001, 2.55820E+001, 2.57013E+001, 2.57950E+001, 2.60401E+001, 3.21185E+002, 1.81482E+002, 3.79007E-002, 2.02604E-001, 3.38137E+002, 2.30000E-001, 2.61990E+001, 2.61990E+001, 1.20948E-001, 2.88338E+001, 2.51242E+001, 8.52378E-002, 2.74907E+001, 2.50275E+001
 2.45002E+002, 2.57712E+001, 2.75698E+001, 4.11736E+001, 3.06817E+001, 2.50212E+001, 2.63928E+001, 2.65032E+001, 7.70231E+001, 5.93594E+001, 5.57213E+001, 5.71217E+001, 5.93063E+001, 1.87689E+002, 1.42972E+002, 1.08762E+002, 8.65505E+001, 6.59448E+001, 3.44555E+001, 2.92855E+001, 2.90801E+001, 2.90205E+001, 3.00091E+001, 2.55680E+001, 2.56580E+001, 2.57712E+001, 2.58738E+001, 2.61203E+001, 2.54934E+001, 2.56088E+001, 2.57313E+001, 2.58270E+001, 2.60695E+001, 2.54452E+001, 2.55825E+001, 2.57022E+001, 2.57974E+001, 2.60476E+001, 3.20825E+002, 1.81180E+002, 3.78887E-002, 2.02596E-001, 3.38438E+002, 2.30000E-001, 2.62037E+001, 2.62037E+001, 1.21624E-001, 2.88929E+001, 2.51240E+001, 8.06509E-002, 2.74016E+001, 2.50280E+001
 2.46000E+002, 2.57733E+001, 2.75276E+001, 4.19745E+001, 3.01781E+001, 2.50214E+001, 2.70580E+001, 2.66277E+001, 7.65088E+001, 5.83811E+001, 5.64934E+001, 5.80598E+001, 6.02715E+001, 1.88034E+002, 1.43022E+002, 1.06219E+002, 8.53551E+001, 6.42166E+001, 3.44712E+001, 2.90173E+001, 2.95345E+001, 2.91531E+001, 2.95405E+001, 2.55695E+001, 2.56575E+001, 2.57733E+001, 2.58717E+001, 2.61163E+001, 2.54960E+001, 2.56091E+001, 2.57318E+001, 2.58283E+001, 2.60729E+001, 2.54491E+001, 2.55855E+001, 2.57047E+001, 2.57999E+001, 2.60518E+001, 3.21063E+002, 1.82822E+002, 3.79016E-002, 2.02498E-001, 3.38833E+002, 2.30000E-001, 2.62103E+001, 2.62103E+001, 1.18533E-001, 2.87792E+001, 2.51240E+001, 7.37423E-002, 2.75776E+001, 2.50280E+001
 2.47000E+002, 2.57785E+001, 2.75535E+001, 4.07878E+001, 3.05542E+001, 2.50214E+001, 2.65861E+001, 2.65699E+001, 7.60009E+001, 5.77372E+001, 5.47551E+001, 5.66385E+001, 6.09659E+001, 1.87817E+002, 1.44655E+002, 1.08036E+002, 8.64171E+001, 6.48475E+001, 3.47548E+001, 2.93755E+001, 2.91988E+001, 3.03208E+001, 2.92486E+001, 2.55741E+001, 2.56579E+001, 2.57785E+001, 2.58836E+001, 2.61176E+001, 2.54997E+001, 2.56108E+001, 2.57343E+001, 2.58304E+001, 2.60755E+001, 2.54529E+001, 2.55882E+001, 2.57066E+001, 2.58017E+001, 2.60569E+001, 3.20685E+002, 1.82104E+002, 3.79024E-002, 2.02353E-001, 3.39343E+002, 2.30000E-001, 2.62176E+001, 2.62176E+001, 1.17785E-001, 2.88455E+001, 2.51245E+001, 6.92633E-002, 2.74663E+001, 2.50275E+001
 2.48000E+002, 2.57794E+001, 2.77099E+001, 3.99810E+001, 3.00973E+001, 2.50214E+001, 2.61415E+001, 2.68400E+001, 7.66507E+001, 5.80620E+001, 5.54460E+001, 5.65741E+001, 5.81120E+001, 1.89545E+002, 1.44362E+002, 1.08207E+002, 8.73854E+001, 6.79557E+001, 3.45290E+001, 2.92445E+001, 2.94367E+001, 2.95889E+001, 3.04812E+001, 2.55775E+001, 2.56604E+001, 2.57794E+001, 2.58889E+001, 2.61269E+001, 2.55012E+001, 2.56111E+001, 2.57350E+001, 2.58324E+001, 2.60785E+001, 2.54537E+001, 2.55884E+001, 2.57075E+001, 2.58033E+001, 2.60579E+001, 3.23640E+002, 1.82806E+002, 3.78922E-002, 2.02330E-001, 3.39842E+002, 2.30000E-001, 2.62241E+001, 2.62241E+001, 1.16418E-001, 2.87741E+001, 2.51254E+001, 6.96232E-002, 2.71872E+001, 2.50274E+001
 2.49002E+002, 2.57776E+001, 2.76060E+001, 4.07067E+001, 2.96376E+001, 2.50214E+001, 2.58111E+001, 2.68503E+001, 7.53032E+001, 5.79259E+001, 5.63192E+001, 5.86060E+001, 6.07148E+001, 1.87917E+002, 1.45184E+002, 1.07621E+002, 8.57893E+001, 6.48634E+001, 3.44610E+001, 2.90263E+001, 2.89619E+001, 2.97289E+001, 2.96113E+001, 2.55768E+001, 2.56585E+001, 2.57776E+001, 2.58879E+001, 2.61189E+001, 2.55016E+001, 2.56106E+001, 2.57350E+001, 2.58328E+001, 2.60743E+001, 2.54546E+001, 2.55892E+001, 2.57083E+001, 2.58039E+001, 2.60515E+001, 3.20755E+002, 1.82533E+002, 3.79090E-002, 2.02434E-001, 3.40375E+002, 2.30000E-001, 2.62323E+001, 2.62323E+001, 1.16087E-001, 2.86882E+001, 2.51263E+001, 7.34829E-002, 2.70484E+001, 2.50278E+001
