s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door
 3.48000E+002, 2.58730E+001, 2.77779E+001, 4.10344E+001, 3.06467E+001, 2.50280E+001, 2.68429E+001, 2.64963E+001, 7.85820E+001, 6.01136E+001, 5.69388E+001, 5.89844E+001, 6.31454E+001, 1.86450E+002, 1.42567E+002, 1.06370E+002, 8.53472E+001, 6.28201E+001, 3.42512E+001, 2.91952E+001, 2.96628E+001, 2.97125E+001, 2.93708E+001, 2.56282E+001, 2.57208E+001, 2.58730E+001, 2.59739E+001, 2.62220E+001, 2.55617E+001, 2.56735E+001, 2.58201E+001, 2.59266E+001, 2.61750E+001, 2.55056E+001, 2.56480E+001, 2.57892E+001, 2.58963E+001, 2.61546E+001, 3.23598E+002, 1.80786E+002, 3.79080E-002, 2.00832E-001, 3.85440E+002, 2.30000E-001, 2.63453E+001, 2.63453E+001, 1.14601E-001, 2.89129E+001, 2.51647E+001, 7.72545E-002, 2.72907E+001, 2.50365E+001
 3.49001E+002, 2.58775E+001, 2.77406E+001, 4.05158E+001, 3.01953E+001, 2.50276E+001, 2.57303E+001, 2.72390E+001, 7.86545E+001, 6.06734E+001, 5.81871E+001, 5.91332E+001, 6.16750E+001, 1.87396E+002, 1.39138E+002, 1.05061E+002, 8.44975E+001, 6.42876E+001, 3.31651E+001, 2.92485E+001, 2.95578E+001, 3.09867E+001, 2.99993E+001, 2.56183E+001, 2.57163E+001, 2.58775E+001, 2.60039E+001, 2.62719E+001, 2.55564E+001, 2.56691E+001, 2.58223E+001, 2.59319E+001, 2.61823E+001, 2.54986E+001, 2.56437E+001, 2.57906E+001, 2.59005E+001, 2.61540E+001, 3.26278E+002, 1.80124E+002, 3.78818E-002, 2.00860E-001, 3.85940E+002, 2.30000E-001, 2.63316E+001, 2.63316E+001, 1.14979E-001, 2.88620E+001, 2.51652E+001, 7.25815E-002, 2.70623E+001, 2.50367E+001
 3.50001E+002, 2.58727E+001, 2.76362E+001, 4.06120E+001, 3.01714E+001, 2.50273E+001, 2.53547E+001, 2.68201E+001, 7.83468E+001, 6.08209E+001, 5.94197E+001, 6.11549E+001, 6.26830E+001, 1.86683E+002, 1.38973E+002, 1.01951E+002, 8.14473E+001, 6.24390E+001, 3.39817E+001, 2.90916E+001, 2.95648E+001, 2.94641E+001, 2.99249E+001, 2.56111E+001, 2.57128E+001, 2.58727E+001, 2.59982E+001, 2.62684E+001, 2.55511E+001, 2.56679E+001, 2.58253E+001, 2.59363E+001, 2.61778E+001, 2.54951E+001, 2.56406E+001, 2.57921E+001, 2.59034E+001, 2.61475E+001, 3.25932E+002, 1.81474E+002, 3.78922E-002, 2.00895E-001, 3.86411E+002, 2.30000E-001, 2.63287E+001, 2.63287E+001, 1.15667E-001, 2.88891E+001, 2.51654E+001, 7.57090E-002, 2.72886E+001, 2.50375E+001
 3.51002E+002, 2.58886E+001, 2.76864E+001, 4.07905E+001, 3.08006E+001, 2.50270E+001, 2.53027E+001, 2.67953E+001, 7.97067E+001, 5.99851E+001, 5.73865E+001, 6.07553E+001, 6.37265E+001, 1.86294E+002, 1.40541E+002, 1.04828E+002, 8.33460E+001, 6.17362E+001, 3.40775E+001, 2.91588E+001, 2.96427E+001, 3.04207E+001, 2.90040E+001, 2.56143E+001, 2.57188E+001, 2.58886E+001, 2.59925E+001, 2.62123E+001, 2.55509E+001, 2.56671E+001, 2.58262E+001, 2.59353E+001, 2.61699E+001, 2.54975E+001, 2.56406E+001, 2.57900E+001, 2.58998E+001, 2.61395E+001, 3.23852E+002, 1.80677E+002, 3.78970E-002, 2.00907E-001, 3.86967E+002, 2.30000E-001, 2.63286E+001, 2.63286E+001, 1.17505E-001, 2.90020E+001, 2.51655E+001, 7.38458E-002, 2.74215E+001, 2.50371E+001
 3.52001E+002, 2.58764E+001, 2.76363E+001, 4.03832E+001, 3.00958E+001, 2.50268E+001, 2.61528E+001, 2.70160E+001, 7.89403E+001, 6.18572E+001, 5.90151E+001, 6.07049E+001, 6.33654E+001, 1.85034E+002, 1.37957E+002, 1.02099E+002, 8.16649E+001, 6.30735E+001, 3.33094E+001, 2.90058E+001, 2.93300E+001, 3.02630E+001, 3.11027E+001, 2.56115E+001, 2.57119E+001, 2.58764E+001, 2.60101E+001, 2.63973E+001, 2.55551E+001, 2.56668E+001, 2.58239E+001, 2.59335E+001, 2.61862E+001, 2.55034E+001, 2.56446E+001, 2.57890E+001, 2.58973E+001, 2.61430E+001, 3.24268E+002, 1.79153E+002, 3.78930E-002, 2.00907E-001, 3.87450E+002, 2.30000E-001, 2.63188E+001, 2.63188E+001, 1.15706E-001, 2.88797E+001, 2.51655E+001, 7.46552E-002, 2.79060E+001, 2.50368E+001
 3.53001E+002, 2.58814E+001, 2.77747E+001, 4.12379E+001, 3.00841E+001, 2.50264E+001, 2.68689E+001, 2.77654E+001, 7.99406E+001, 6.08813E+001, 5.85276E+001, 6.05597E+001, 6.32342E+001, 1.83107E+002, 1.36951E+002, 1.00579E+002, 7.93296E+001, 6.03640E+001, 3.40069E+001, 2.95445E+001, 2.98288E+001, 2.97985E+001, 2.99871E+001, 2.56175E+001, 2.57200E+001, 2.58814E+001, 2.59903E+001, 2.62508E+001, 2.55604E+001, 2.56758E+001, 2.58259E+001, 2.59330E+001, 2.61829E+001, 2.55101E+001, 2.56539E+001, 2.57926E+001, 2.58998E+001, 2.61511E+001, 3.28096E+002, 1.79122E+002, 3.78931E-002, 2.00954E-001, 3.87803E+002, 2.30000E-001, 2.63174E+001, 2.63174E+001, 1.16243E-001, 2.88622E+001, 2.51655E+001, 6.93649E-002, 2.78435E+001, 2.50364E+001
 3.54000E+002, 2.58881E+001, 2.78663E+001, 4.10925E+001, 3.03045E+001, 2.50259E+001, 2.67124E+001, 2.74403E+001, 7.99827E+001, 6.22858E+001, 5.88910E+001, 6.05053E+001, 6.27444E+001, 1.86915E+002, 1.40549E+002, 1.04664E+002, 8.26016E+001, 6.26363E+001, 3.38709E+001, 2.97622E+001, 3.01532E+001, 3.03194E+001, 3.21492E+001, 2.56272E+001, 2.57292E+001, 2.58881E+001, 2.60062E+001, 2.63942E+001, 2.55664E+001, 2.56822E+001, 2.58302E+001, 2.59399E+001, 2.62102E+001, 2.55147E+001, 2.56620E+001, 2.57994E+001, 2.59089E+001, 2.61702E+001, 3.30678E+002, 1.80143E+002, 3.78822E-002, 2.01002E-001, 3.88268E+002, 2.30000E-001, 2.63157E+001, 2.63157E+001, 1.17159E-001, 2.88401E+001, 2.51657E+001, 6.93916E-002, 2.76268E+001, 2.50360E+001
 3.55002E+002, 2.58895E+001, 2.79672E+001, 4.02584E+001, 3.01943E+001, 2.50256E+001, 2.65205E+001, 2.70172E+001, 7.96445E+001, 6.21669E+001, 5.90660E+001, 6.09818E+001, 6.32015E+001, 1.84931E+002, 1.36914E+002, 1.02714E+002, 8.19101E+001, 6.22130E+001, 3.33090E+001, 2.96994E+001, 2.98617E+001, 3.04470E+001, 3.02438E+001, 2.56274E+001, 2.57344E+001, 2.58895E+001, 2.60165E+001, 2.62695E+001, 2.55706E+001, 2.56888E+001, 2.58368E+001, 2.59472E+001, 2.62050E+001, 2.55178E+001, 2.56680E+001, 2.58077E+001, 2.59191E+001, 2.61824E+001, 3.23951E+002, 1.78729E+002, 3.78754E-002, 2.00984E-001, 3.88826E+002, 2.30000E-001, 2.63233E+001, 2.63233E+001, 1.16857E-001, 2.88140E+001, 2.51661E+001, 6.84386E-002, 2.74219E+001, 2.50355E+001
 3.56001E+002, 2.59038E+001, 2.78362E+001, 4.07008E+001, 3.02534E+001, 2.50254E+001, 2.59174E+001, 2.73056E+001, 7.94024E+001, 6.21328E+001, 5.94623E+001, 6.07335E+001, 6.29897E+001, 1.86743E+002, 1.37180E+002, 1.01855E+002, 8.07299E+001, 6.01092E+001, 3.39842E+001, 2.94564E+001, 3.04798E+001, 3.02492E+001, 3.04963E+001, 2.56308E+001, 2.57417E+001, 2.59038E+001, 2.60209E+001, 2.63474E+001, 2.55729E+001, 2.56948E+001, 2.58444E+001, 2.59561E+001, 2.62177E+001, 2.55180E+001, 2.56701E+001, 2.58132E+001, 2.59246E+001, 2.61934E+001, 3.25938E+002, 1.79395E+002, 3.78950E-002, 2.00938E-001, 3.89257E+002, 2.30000E-001, 2.63308E+001, 2.63308E+001, 1.17002E-001, 2.88733E+001, 2.51668E+001, 6.58602E-002, 2.72642E+001, 2.50358E+001
 3.57002E+002, 2.59165E+001, 2.77956E+001, 4.10149E+001, 2.99845E+001, 2.50252E+001, 2.53824E+001, 2.73800E+001, 7.90161E+001, 6.03796E+001, 5.84899E+001, 6.06663E+001, 6.28238E+001, 1.86580E+002, 1.42420E+002, 1.06347E+002, 8.60388E+001, 6.32137E+001, 3.42062E+001, 2.90864E+001, 3.05621E+001, 3.16312E+001, 3.00877E+001, 2.56317E+001, 2.57409E+001, 2.59165E+001, 2.60490E+001, 2.63068E+001, 2.55687E+001, 2.56905E+001, 2.58442E+001, 2.59574E+001, 2.62086E+001, 2.55118E+001, 2.56607E+001, 2.58088E+001, 2.59213E+001, 2.61840E+001, 3.26020E+002, 1.82193E+002, 3.78948E-002, 2.00878E-001, 3.89676E+002, 2.30000E-001, 2.63297E+001, 2.63297E+001, 1.14802E-001, 2.88106E+001, 2.51676E+001, 7.30880E-002, 2.73094E+001, 2.50363E+001
 3.58000E+002, 2.58832E+001, 2.83914E+001, 4.00364E+001, 3.01056E+001, 2.50254E+001, 2.53686E+001, 2.72663E+001, 7.89998E+001, 5.99977E+001, 5.67545E+001, 5.88398E+001, 6.28122E+001, 1.84828E+002, 1.40164E+002, 1.04820E+002, 8.38174E+001, 6.38030E+001, 3.34068E+001, 2.91546E+001, 2.95134E+001, 2.99302E+001, 2.96636E+001, 2.56221E+001, 2.57273E+001, 2.58832E+001, 2.60012E+001, 2.62389E+001, 2.55613E+001, 2.56778E+001, 2.58326E+001, 2.59460E+001, 2.61871E+001, 2.55047E+001, 2.56481E+001, 2.57986E+001, 2.59119E+001, 2.61722E+001, 3.25522E+002, 1.80107E+002, 3.78939E-002, 2.00819E-001, 3.90285E+002, 2.30000E-001, 2.63338E+001, 2.63338E+001, 1.14160E-001, 2.88623E+001, 2.51682E+001, 7.74617E-002, 2.74657E+001, 2.50367E+001
 3.59002E+002, 2.58805E+001, 2.76833E+001, 4.07724E+001, 3.03348E+001, 2.50257E+001, 2.57396E+001, 2.68052E+001, 7.94110E+001, 6.11115E+001, 5.76455E+001, 5.83653E+001, 6.06595E+001, 1.84559E+002, 1.38020E+002, 1.03673E+002, 8.26478E+001, 6.27098E+001, 3.41402E+001, 2.95222E+001, 2.98015E+001, 3.04912E+001, 2.95489E+001, 2.56181E+001, 2.57199E+001, 2.58805E+001, 2.60065E+001, 2.62285E+001, 2.55587E+001, 2.56715E+001, 2.58256E+001, 2.59384E+001, 2.61835E+001, 2.55066E+001, 2.56469E+001, 2.57924E+001, 2.59051E+001, 2.61701E+001, 3.24035E+002, 1.79600E+002, 3.78871E-002, 2.00781E-001, 3.90763E+002, 2.30000E-001, 2.63324E+001, 2.63324E+001, 1.14641E-001, 2.89095E+001, 2.51683E+001, 7.95833E-002, 2.73452E+001, 2.50367E+001
 3.60001E+002, 2.58654E+001, 2.76951E+001, 4.06575E+001, 3.07203E+001, 2.50261E+001, 2.60926E+001, 2.66705E+001, 8.05167E+001, 6.10173E+001, 5.78780E+001, 5.89804E+001, 6.01224E+001, 1.86106E+002, 1.40679E+002, 1.05558E+002, 8.50068E+001, 6.62158E+001, 3.41549E+001, 2.90864E+001, 2.90489E+001, 2.89677E+001, 2.93186E+001, 2.56261E+001, 2.57207E+001, 2.58654E+001, 2.59932E+001, 2.62176E+001, 2.55642E+001, 2.56748E+001, 2.58209E+001, 2.59332E+001, 2.61830E+001, 2.55153E+001, 2.56555E+001, 2.57925E+001, 2.59038E+001, 2.61713E+001, 3.23955E+002, 1.80758E+002, 3.78807E-002, 2.00812E-001, 3.91079E+002, 2.30000E-001, 2.63357E+001, 2.63357E+001, 1.16345E-001, 2.89209E+001, 2.51679E+001, 8.35082E-002, 2.77569E+001, 2.50365E+001
 3.61000E+002, 2.58599E+001, 2.76881E+001, 4.04328E+001, 2.98745E+001, 2.50265E+001, 2.59874E+001, 2.67350E+001, 7.98913E+001, 6.22649E+001, 5.77669E+001, 5.82788E+001, 6.05759E+001, 1.86900E+002, 1.42671E+002, 1.07364E+002, 8.64079E+001, 6.45318E+001, 3.38918E+001, 2.86890E+001, 2.90846E+001, 2.89329E+001, 2.93171E+001, 2.56343E+001, 2.57263E+001, 2.58599E+001, 2.59696E+001, 2.62134E+001, 2.55731E+001, 2.56819E+001, 2.58211E+001, 2.59304E+001, 2.61812E+001, 2.55216E+001, 2.56634E+001, 2.57949E+001, 2.59041E+001, 2.61677E+001, 3.24018E+002, 1.79484E+002, 3.78880E-002, 2.00838E-001, 3.91391E+002, 2.30000E-001, 2.63483E+001, 2.63483E+001, 1.14529E-001, 2.87516E+001, 2.51673E+001, 7.76515E-002, 2.75570E+001, 2.50364E+001
 3.62001E+002, 2.58648E+001, 2.76367E+001, 4.13469E+001, 3.02029E+001, 2.50270E+001, 2.63871E+001, 2.68440E+001, 8.02457E+001, 6.05462E+001, 5.74939E+001, 5.94908E+001, 6.11285E+001, 1.85908E+002, 1.41602E+002, 1.05869E+002, 8.49287E+001, 6.47951E+001, 3.41306E+001, 2.90740E+001, 2.94453E+001, 2.90403E+001, 2.89206E+001, 2.56386E+001, 2.57311E+001, 2.58648E+001, 2.59728E+001, 2.62075E+001, 2.55763E+001, 2.56868E+001, 2.58245E+001, 2.59325E+001, 2.61824E+001, 2.55218E+001, 2.56654E+001, 2.57976E+001, 2.59056E+001, 2.61633E+001, 3.23916E+002, 1.80679E+002, 3.78901E-002, 2.00831E-001, 3.91642E+002, 2.30000E-001, 2.63479E+001, 2.63479E+001, 1.16282E-001, 2.89385E+001, 2.51668E+001, 7.46867E-002, 2.72123E+001, 2.50365E+001
 3.63002E+002, 2.58671E+001, 2.76562E+001, 4.11809E+001, 3.00269E+001, 2.50276E+001, 2.59922E+001, 2.68397E+001, 8.06076E+001, 6.24802E+001, 5.72963E+001, 5.80717E+001, 6.00802E+001, 1.87834E+002, 1.44434E+002, 1.09458E+002, 8.85327E+001, 6.68591E+001, 3.39613E+001, 2.86987E+001, 2.90436E+001, 2.88878E+001, 2.86318E+001, 2.56388E+001, 2.57337E+001, 2.58671E+001, 2.59753E+001, 2.62152E+001, 2.55753E+001, 2.56880E+001, 2.58269E+001, 2.59350E+001, 2.61829E+001, 2.55200E+001, 2.56649E+001, 2.57992E+001, 2.59065E+001, 2.61614E+001, 3.23972E+002, 1.81075E+002, 3.78899E-002, 2.00837E-001, 3.91899E+002, 2.30000E-001, 2.63487E+001, 2.63487E+001, 1.15502E-001, 2.89112E+001, 2.51668E+001, 6.97745E-002, 2.71283E+001, 2.50375E+001
 3.64001E+002, 2.58754E+001, 2.76969E+001, 4.11220E+001, 3.04689E+001, 2.50284E+001, 2.59497E+001, 2.71913E+001, 8.10543E+001, 6.14917E+001, 5.77598E+001, 5.95213E+001, 6.17950E+001, 1.86509E+002, 1.42853E+002, 1.06545E+002, 8.55429E+001, 6.54683E+001, 3.36899E+001, 2.90941E+001, 2.95569E+001, 2.95968E+001, 2.92860E+001, 2.56344E+001, 2.57313E+001, 2.58754E+001, 2.59862E+001, 2.62160E+001, 2.55740E+001, 2.56859E+001, 2.58275E+001, 2.59357E+001, 2.61808E+001, 2.55183E+001, 2.56631E+001, 2.57992E+001, 2.59061E+001, 2.61603E+001, 3.23948E+002, 1.79722E+002, 3.78908E-002, 2.00834E-001, 3.92259E+002, 2.30000E-001, 2.63507E+001, 2.63507E+001, 1.15989E-001, 2.89011E+001, 2.51676E+001, 6.84222E-002, 2.76084E+001, 2.50390E+001
 3.65000E+002, 2.58686E+001, 2.77325E+001, 4.10683E+001, 3.06137E+001, 2.50293E+001, 2.64463E+001, 2.74241E+001, 8.04876E+001, 6.24348E+001, 5.75021E+001, 5.84616E+001, 6.24373E+001, 1.87572E+002, 1.43121E+002, 1.06924E+002, 8.57569E+001, 6.53282E+001, 3.38172E+001, 2.92694E+001, 2.95443E+001, 2.94260E+001, 2.83046E+001, 2.56316E+001, 2.57280E+001, 2.58686E+001, 2.59786E+001, 2.62051E+001, 2.55701E+001, 2.56831E+001, 2.58267E+001, 2.59345E+001, 2.61793E+001, 2.55143E+001, 2.56589E+001, 2.57963E+001, 2.59034E+001, 2.61571E+001, 3.24122E+002, 1.82377E+002, 3.78834E-002, 2.00811E-001, 3.92578E+002, 2.30000E-001, 2.63461E+001, 2.63461E+001, 1.15989E-001, 2.88931E+001, 2.51687E+001, 6.44160E-002, 2.75444E+001, 2.50388E+001
 3.66002E+002, 2.58686E+001, 2.76253E+001, 4.09567E+001, 3.02890E+001, 2.50302E+001, 2.59697E+001, 2.70196E+001, 8.19781E+001, 6.19998E+001, 5.86236E+001, 5.97877E+001, 6.10330E+001, 1.85789E+002, 1.42616E+002, 1.07134E+002, 8.63823E+001, 6.79356E+001, 3.33870E+001, 2.89447E+001, 2.90350E+001, 2.91849E+001, 2.95550E+001, 2.56252E+001, 2.57250E+001, 2.58686E+001, 2.59864E+001, 2.62128E+001, 2.55653E+001, 2.56805E+001, 2.58250E+001, 2.59334E+001, 2.61681E+001, 2.55095E+001, 2.56557E+001, 2.57945E+001, 2.59017E+001, 2.61465E+001, 3.23793E+002, 1.79643E+002, 3.78888E-002, 2.00781E-001, 3.92893E+002, 2.30000E-001, 2.63450E+001, 2.63450E+001, 1.14347E-001, 2.88286E+001, 2.51693E+001, 6.96373E-002, 2.76238E+001, 2.50388E+001
 3.67002E+002, 2.58813E+001, 2.74880E+001, 4.00496E+001, 3.01990E+001, 2.50310E+001, 2.59650E+001, 2.65771E+001, 8.17764E+001, 6.38877E+001, 5.86196E+001, 5.96822E+001, 6.28185E+001, 1.87254E+002, 1.41142E+002, 1.05719E+002, 8.43324E+001, 6.48234E+001, 3.35155E+001, 2.95263E+001, 2.99921E+001, 3.01808E+001, 2.87839E+001, 2.56204E+001, 2.57251E+001, 2.58813E+001, 2.59995E+001, 2.61869E+001, 2.55636E+001, 2.56813E+001, 2.58278E+001, 2.59365E+001, 2.61602E+001, 2.55094E+001, 2.56579E+001, 2.57968E+001, 2.59041E+001, 2.61403E+001, 3.24126E+002, 1.79219E+002, 3.78875E-002, 2.00740E-001, 3.93281E+002, 2.30000E-001, 2.63395E+001, 2.63395E+001, 1.14545E-001, 2.89005E+001, 2.51693E+001, 7.35744E-002, 2.78872E+001, 2.50397E+001
 3.68002E+002, 2.58730E+001, 2.76085E+001, 4.04715E+001, 3.02463E+001, 2.50317E+001, 2.67091E+001, 2.65857E+001, 8.21167E+001, 6.32537E+001, 6.00117E+001, 6.16905E+001, 6.22680E+001, 1.84677E+002, 1.40808E+002, 1.05322E+002, 8.43713E+001, 6.55938E+001, 3.33212E+001, 2.92575E+001, 2.91009E+001, 2.89952E+001, 2.87891E+001, 2.56244E+001, 2.57322E+001, 2.58730E+001, 2.59880E+001, 2.62082E+001, 2.55667E+001, 2.56876E+001, 2.58336E+001, 2.59426E+001, 2.61696E+001, 2.55140E+001, 2.56660E+001, 2.58041E+001, 2.59123E+001, 2.61503E+001, 3.24078E+002, 1.79741E+002, 3.78810E-002, 2.00692E-001, 3.93730E+002, 2.30000E-001, 2.63342E+001, 2.63342E+001, 1.15348E-001, 2.89719E+001, 2.51692E+001, 6.91073E-002, 2.78283E+001, 2.50407E+001
 3.69001E+002, 2.59193E+001, 2.75528E+001, 4.10678E+001, 3.02555E+001, 2.50321E+001, 2.71754E+001, 2.66066E+001, 8.25932E+001, 6.48215E+001, 6.02541E+001, 6.16072E+001, 6.37626E+001, 1.86278E+002, 1.37471E+002, 1.03479E+002, 8.15591E+001, 6.18003E+001, 3.35998E+001, 2.94329E+001, 3.05119E+001, 3.03579E+001, 3.03522E+001, 2.56279E+001, 2.57435E+001, 2.59193E+001, 2.60216E+001, 2.62306E+001, 2.55736E+001, 2.56974E+001, 2.58450E+001, 2.59545E+001, 2.61826E+001, 2.55219E+001, 2.56747E+001, 2.58125E+001, 2.59211E+001, 2.61581E+001, 3.25188E+002, 1.77573E+002, 3.78792E-002, 2.00639E-001, 3.94300E+002, 2.30000E-001, 2.63336E+001, 2.63336E+001, 1.14331E-001, 2.89156E+001, 2.51694E+001, 6.09051E-002, 2.76443E+001, 2.50410E+001
 3.70002E+002, 2.58925E+001, 2.76072E+001, 4.02398E+001, 3.03352E+001, 2.50324E+001, 2.66652E+001, 2.72533E+001, 8.21536E+001, 6.36497E+001, 6.03585E+001, 6.18094E+001, 6.33967E+001, 1.87455E+002, 1.42321E+002, 1.06942E+002, 8.55083E+001, 6.51993E+001, 3.36166E+001, 2.93214E+001, 2.98918E+001, 2.96236E+001, 3.03246E+001, 2.56376E+001, 2.57449E+001, 2.58925E+001, 2.60161E+001, 2.62882E+001, 2.55799E+001, 2.57003E+001, 2.58484E+001, 2.59615E+001, 2.61918E+001, 2.55280E+001, 2.56795E+001, 2.58178E+001, 2.59270E+001, 2.61618E+001, 3.25503E+002, 1.80578E+002, 3.78799E-002, 2.00613E-001, 3.95026E+002, 2.30000E-001, 2.63337E+001, 2.63337E+001, 1.14244E-001, 2.88259E+001, 2.51702E+001, 6.34389E-002, 2.73537E+001, 2.50411E+001
 3.71000E+002, 2.58932E+001, 2.76451E+001, 4.07649E+001, 2.97785E+001, 2.50325E+001, 2.58188E+001, 2.72669E+001, 8.21538E+001, 6.51481E+001, 6.02155E+001, 6.14241E+001, 6.36534E+001, 1.85949E+002, 1.37805E+002, 1.02620E+002, 8.25041E+001, 6.44876E+001, 3.30334E+001, 2.95394E+001, 2.94836E+001, 2.89757E+001, 2.87657E+001, 2.56399E+001, 2.57475E+001, 2.58932E+001, 2.60087E+001, 2.62347E+001, 2.55836E+001, 2.57014E+001, 2.58512E+001, 2.59630E+001, 2.61892E+001, 2.55294E+001, 2.56806E+001, 2.58203E+001, 2.59283E+001, 2.61568E+001, 3.23982E+002, 1.77389E+002, 3.78846E-002, 2.00585E-001, 3.95635E+002, 2.30000E-001, 2.63479E+001, 2.63479E+001, 1.13341E-001, 2.87745E+001, 2.51714E+001, 7.40218E-002, 2.73722E+001, 2.50414E+001
 3.72000E+002, 2.59281E+001, 2.76710E+001, 4.15190E+001, 3.03715E+001, 2.50325E+001, 2.54445E+001, 2.70039E+001, 8.22335E+001, 6.40813E+001, 6.14962E+001, 6.28398E+001, 6.43135E+001, 1.87757E+002, 1.41830E+002, 1.05538E+002, 8.44600E+001, 6.33649E+001, 3.40095E+001, 2.91584E+001, 3.03914E+001, 3.09146E+001, 3.00143E+001, 2.56421E+001, 2.57489E+001, 2.59281E+001, 2.60470E+001, 2.62605E+001, 2.55839E+001, 2.57056E+001, 2.58574E+001, 2.59673E+001, 2.61895E+001, 2.55303E+001, 2.56844E+001, 2.58246E+001, 2.59309E+001, 2.61591E+001, 3.23868E+002, 1.81167E+002, 3.78916E-002, 2.00594E-001, 3.96114E+002, 2.30000E-001, 2.63436E+001, 2.63436E+001, 1.16341E-001, 2.89980E+001, 2.51726E+001, 7.89209E-002, 2.75734E+001, 2.50419E+001
 3.73002E+002, 2.59009E+001, 2.79426E+001, 4.08925E+001, 3.00611E+001, 2.50325E+001, 2.53726E+001, 2.66253E+001, 8.29990E+001, 6.49671E+001, 6.00241E+001, 6.18304E+001, 6.50862E+001, 1.86727E+002, 1.42153E+002, 1.06505E+002, 8.46495E+001, 6.36333E+001, 3.30333E+001, 2.92646E+001, 2.97753E+001, 2.92574E+001, 2.92299E+001, 2.56423E+001, 2.57512E+001, 2.59009E+001, 2.60120E+001, 2.62481E+001, 2.55858E+001, 2.57068E+001, 2.58586E+001, 2.59679E+001, 2.61948E+001, 2.55334E+001, 2.56909E+001, 2.58299E+001, 2.59344E+001, 2.61692E+001, 3.23927E+002, 1.80215E+002, 3.78901E-002, 2.00676E-001, 3.96619E+002, 2.30000E-001, 2.63467E+001, 2.63467E+001, 1.15394E-001, 2.88434E+001, 2.51738E+001, 7.68176E-002, 2.76451E+001, 2.50431E+001
 3.74000E+002, 2.59238E+001, 2.77358E+001, 4.08997E+001, 3.02463E+001, 2.50320E+001, 2.57383E+001, 2.65646E+001, 8.24305E+001, 6.43926E+001, 6.12882E+001, 6.26988E+001, 6.44728E+001, 1.85346E+002, 1.39221E+002, 1.03225E+002, 8.23779E+001, 6.31751E+001, 3.34512E+001, 2.96206E+001, 3.03057E+001, 2.99841E+001, 2.89690E+001, 2.56437E+001, 2.57602E+001, 2.59238E+001, 2.60324E+001, 2.62448E+001, 2.55905E+001, 2.57157E+001, 2.58668E+001, 2.59733E+001, 2.62075E+001, 2.55378E+001, 2.56966E+001, 2.58353E+001, 2.59383E+001, 2.61760E+001, 3.25710E+002, 1.78321E+002, 3.78865E-002, 2.00725E-001, 3.96999E+002, 2.30000E-001, 2.63425E+001, 2.63425E+001, 1.17697E-001, 2.89271E+001, 2.51744E+001, 7.69901E-002, 2.74829E+001, 2.50440E+001
 3.75000E+002, 2.59314E+001, 2.77643E+001, 4.08486E+001, 3.05756E+001, 2.50312E+001, 2.65925E+001, 2.72376E+001, 8.34134E+001, 6.43873E+001, 6.01149E+001, 6.08546E+001, 6.34252E+001, 1.85409E+002, 1.40183E+002, 1.05400E+002, 8.45745E+001, 6.49230E+001, 3.34142E+001, 2.94817E+001, 2.96412E+001, 3.10750E+001, 2.93880E+001, 2.56487E+001, 2.57655E+001, 2.59314E+001, 2.60617E+001, 2.62764E+001, 2.55923E+001, 2.57223E+001, 2.58715E+001, 2.59783E+001, 2.62109E+001, 2.55382E+001, 2.56986E+001, 2.58386E+001, 2.59414E+001, 2.61802E+001, 3.24361E+002, 1.80068E+002, 3.78841E-002, 2.00639E-001, 3.97377E+002, 2.30000E-001, 2.63435E+001, 2.63435E+001, 1.16775E-001, 2.89352E+001, 2.51745E+001, 7.55187E-002, 2.74786E+001, 2.50437E+001
