s,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door,tr_fire_z03,tr_fire_z08,tr_fire_z13,tr_fire_z18,tr_fire_z22,tr_mid_z03,tr_mid_z08,tr_mid_z13,tr_mid_z18,tr_mid_z22,tr_door_z03,tr_door_z08,tr_door_z13,tr_door_z18,tr_door_z22,tr_roommean,tr_uppermean,tr_lowermean,tr_plenummean
 2.62001E+002, 2.55220E+001, 2.65450E+001, 4.23643E+001, 2.66302E+001, 2.50164E+001, 2.52803E+001, 2.59943E+001, 1.79951E-002, 2.01858E-001, 2.56224E+002, 2.16657E-001, 3.82336E+001, 2.62609E+001, 1.23508E-001, 2.74013E+001, 2.50940E+001, 8.98801E-002, 2.65294E+001, 2.50213E+001, 1.80474E-005, 2.22143E-005, 2.42545E-005, 2.60634E-005, 2.93091E-005, 1.15951E-005, 1.98489E-005, 2.56645E-005, 2.66315E-005, 2.90876E-005, 2.26231E-006, 1.98538E-005, 2.62379E-005, 2.76805E-005, 2.76557E-005, 2.50965E-005, 2.83400E-005, 2.21119E-005, 1.53746E-006
 2.63003E+002, 2.55235E+001, 2.65468E+001, 4.23238E+001, 2.66761E+001, 2.50165E+001, 2.52992E+001, 2.60085E+001, 1.79952E-002, 2.01829E-001, 2.56784E+002, 2.17348E-001, 3.83651E+001, 2.62629E+001, 1.23475E-001, 2.74359E+001, 2.50943E+001, 8.70336E-002, 2.65119E+001, 2.50213E+001, 1.80698E-005, 2.23337E-005, 2.43652E-005, 2.61867E-005, 2.93107E-005, 1.16657E-005, 1.99699E-005, 2.58543E-005, 2.67438E-005, 2.92810E-005, 2.22149E-006, 2.01388E-005, 2.62796E-005, 2.77067E-005, 2.76410E-005, 2.51801E-005, 2.84244E-005, 2.21907E-005, 1.54921E-006
 2.64004E+002, 2.55249E+001, 2.65639E+001, 4.23395E+001, 2.68498E+001, 2.50167E+001, 2.53450E+001, 2.61860E+001, 1.79953E-002, 2.01812E-001, 2.57371E+002, 2.16860E-001, 3.82327E+001, 2.62648E+001, 1.24006E-001, 2.74654E+001, 2.50945E+001, 8.74110E-002, 2.64409E+001, 2.50213E+001, 1.80836E-005, 2.24422E-005, 2.44864E-005, 2.63510E-005, 2.94916E-005, 1.17605E-005, 2.00686E-005, 2.59610E-005, 2.68141E-005, 2.94185E-005, 2.24480E-006, 2.06286E-005, 2.62053E-005, 2.78650E-005, 2.77492E-005, 2.52636E-005, 2.85121E-005, 2.22678E-005, 1.56178E-006
 2.65001E+002, 2.55275E+001, 2.65800E+001, 4.24421E+001, 2.67704E+001, 2.50167E+001, 2.53781E+001, 2.60898E+001, 1.79952E-002, 2.01797E-001, 2.57891E+002, 2.15809E-001, 3.81191E+001, 2.62666E+001, 1.24357E-001, 2.74514E+001, 2.50947E+001, 8.79178E-002, 2.65692E+001, 2.50213E+001, 1.81342E-005, 2.25476E-005, 2.45974E-005, 2.65121E-005, 2.97430E-005, 1.19187E-005, 2.02032E-005, 2.60201E-005, 2.68925E-005, 2.95921E-005, 2.18678E-006, 2.11426E-005, 2.68477E-005, 2.80427E-005, 2.79193E-005, 2.53465E-005, 2.86036E-005, 2.23434E-005, 1.57404E-006
 2.66002E+002, 2.55312E+001, 2.65703E+001, 4.24846E+001, 2.67010E+001, 2.50166E+001, 2.53547E+001, 2.61424E+001, 1.79953E-002, 2.01774E-001, 2.58342E+002, 2.15870E-001, 3.81790E+001, 2.62693E+001, 1.24813E-001, 2.74620E+001, 2.50949E+001, 8.74265E-002, 2.65803E+001, 2.50213E+001, 1.82196E-005, 2.26473E-005, 2.46761E-005, 2.65805E-005, 2.98280E-005, 1.21298E-005, 2.04102E-005, 2.60836E-005, 2.70017E-005, 2.97565E-005, 2.15976E-006, 2.16516E-005, 2.75802E-005, 2.80996E-005, 2.80756E-005, 2.54300E-005, 2.86967E-005, 2.24171E-005, 1.58944E-006
 2.67004E+002, 2.55344E+001, 2.65442E+001, 4.20619E+001, 2.67305E+001, 2.50165E+001, 2.53383E+001, 2.62237E+001, 1.79952E-002, 2.01744E-001, 2.58675E+002, 2.16696E-001, 3.84041E+001, 2.62728E+001, 1.26247E-001, 2.75264E+001, 2.50953E+001, 9.04876E-002, 2.64828E+001, 2.50213E+001, 1.83008E-005, 2.27318E-005, 2.47261E-005, 2.65528E-005, 2.97039E-005, 1.23428E-005, 2.06716E-005, 2.61719E-005, 2.71092E-005, 3.00119E-005, 2.23540E-006, 2.18549E-005, 2.72566E-005, 2.80861E-005, 2.81352E-005, 2.55145E-005, 2.87886E-005, 2.24918E-005, 1.60719E-006
 2.68000E+002, 2.55358E+001, 2.65228E+001, 4.13734E+001, 2.68907E+001, 2.50162E+001, 2.53557E+001, 2.64293E+001, 1.79952E-002, 2.01712E-001, 2.58902E+002, 2.17818E-001, 3.82251E+001, 2.62761E+001, 1.25858E-001, 2.75053E+001, 2.50957E+001, 9.07187E-002, 2.64187E+001, 2.50213E+001, 1.83517E-005, 2.27926E-005, 2.47665E-005, 2.65331E-005, 2.96072E-005, 1.25039E-005, 2.09259E-005, 2.62624E-005, 2.71548E-005, 3.01153E-005, 2.40096E-006, 2.16590E-005, 2.63979E-005, 2.80532E-005, 2.80999E-005, 2.55998E-005, 2.88774E-005, 2.25706E-005, 1.62342E-006
 2.69002E+002, 2.55353E+001, 2.65095E+001, 4.09507E+001, 2.69270E+001, 2.50161E+001, 2.53130E+001, 2.64452E+001, 1.79953E-002, 2.01687E-001, 2.59119E+002, 2.18748E-001, 3.78927E+001, 2.62784E+001, 1.24328E-001, 2.74591E+001, 2.50961E+001, 8.90935E-002, 2.64147E+001, 2.50213E+001, 1.83822E-005, 2.28312E-005, 2.48136E-005, 2.65799E-005, 2.95348E-005, 1.25762E-005, 2.11133E-005, 2.63203E-005, 2.71920E-005, 3.00623E-005, 2.55678E-006, 2.13639E-005, 2.66988E-005, 2.81088E-005, 2.80821E-005, 2.56859E-005, 2.89650E-005, 2.26537E-005, 1.63789E-006
 2.70003E+002, 2.55339E+001, 2.65106E+001, 4.10598E+001, 2.66930E+001, 2.50159E+001, 2.52088E+001, 2.63168E+001, 1.79953E-002, 2.01668E-001, 2.59401E+002, 2.18635E-001, 3.76417E+001, 2.62799E+001, 1.21629E-001, 2.73475E+001, 2.50964E+001, 9.04656E-002, 2.64457E+001, 2.50214E+001, 1.84243E-005, 2.28676E-005, 2.48855E-005, 2.66947E-005, 2.96182E-005, 1.25585E-005, 2.11934E-005, 2.63889E-005, 2.72700E-005, 3.01337E-005, 2.92408E-006, 2.12945E-005, 2.72913E-005, 2.84845E-005, 2.82444E-005, 2.57710E-005, 2.90529E-005, 2.27340E-005, 1.65142E-006
 2.71005E+002, 2.55333E+001, 2.65247E+001, 4.15342E+001, 2.66656E+001, 2.50159E+001, 2.51975E+001, 2.60836E+001, 1.79952E-002, 2.01651E-001, 2.59767E+002, 2.18338E-001, 3.79737E+001, 2.62812E+001, 1.20090E-001, 2.73046E+001, 2.50967E+001, 8.96985E-002, 2.65493E+001, 2.50215E+001, 1.85117E-005, 2.29269E-005, 2.50004E-005, 2.68280E-005, 2.97864E-005, 1.24953E-005, 2.11398E-005, 2.65494E-005, 2.73855E-005, 3.00805E-005, 2.79955E-006, 2.14617E-005, 2.73367E-005, 2.86879E-005, 2.84911E-005, 2.58541E-005, 2.91407E-005, 2.28090E-005, 1.66444E-006
 2.72001E+002, 2.55347E+001, 2.65385E+001, 4.14993E+001, 2.64339E+001, 2.50159E+001, 2.52633E+001, 2.61224E+001, 1.79953E-002, 2.01639E-001, 2.60153E+002, 2.17998E-001, 3.83424E+001, 2.62836E+001, 1.20124E-001, 2.72646E+001, 2.50970E+001, 8.98069E-002, 2.65544E+001, 2.50216E+001, 1.86521E-005, 2.30237E-005, 2.51496E-005, 2.69395E-005, 2.99404E-005, 1.24487E-005, 2.09499E-005, 2.67933E-005, 2.75118E-005, 3.01683E-005, 2.37125E-006, 2.17561E-005, 2.74774E-005, 2.86251E-005, 2.86427E-005, 2.59361E-005, 2.92285E-005, 2.28816E-005, 1.67659E-006
 2.73003E+002, 2.55374E+001, 2.65422E+001, 4.17205E+001, 2.64097E+001, 2.50160E+001, 2.53252E+001, 2.63057E+001, 1.79952E-002, 2.01632E-001, 2.60569E+002, 2.17237E-001, 3.88081E+001, 2.62873E+001, 1.22288E-001, 2.73185E+001, 2.50972E+001, 8.61488E-002, 2.65278E+001, 2.50217E+001, 1.88148E-005, 2.31554E-005, 2.53005E-005, 2.70385E-005, 3.02019E-005, 1.24564E-005, 2.06681E-005, 2.70300E-005, 2.76152E-005, 3.03461E-005, 2.31384E-006, 2.20894E-005, 2.80228E-005, 2.87253E-005, 2.86923E-005, 2.60183E-005, 2.93172E-005, 2.29566E-005, 1.68824E-006
 2.74004E+002, 2.55395E+001, 2.65405E+001, 4.18920E+001, 2.67715E+001, 2.50160E+001, 2.53235E+001, 2.66010E+001, 1.79953E-002, 2.01625E-001, 2.61049E+002, 2.17313E-001, 3.84707E+001, 2.62920E+001, 1.25035E-001, 2.74741E+001, 2.50976E+001, 8.46015E-002, 2.65608E+001, 2.50217E+001, 1.89573E-005, 2.33001E-005, 2.54348E-005, 2.71434E-005, 3.03330E-005, 1.25027E-005, 2.03891E-005, 2.71725E-005, 2.76729E-005, 3.04653E-005, 2.36560E-006, 2.22512E-005, 2.76508E-005, 2.88089E-005, 2.87285E-005, 2.61023E-005, 2.94057E-005, 2.30360E-005, 1.69981E-006
 2.75000E+002, 2.55399E+001, 2.65385E+001, 4.16823E+001, 2.69845E+001, 2.50161E+001, 2.52622E+001, 2.63943E+001, 1.79953E-002, 2.01607E-001, 2.61551E+002, 2.17096E-001, 3.79800E+001, 2.62966E+001, 1.25570E-001, 2.74717E+001, 2.50980E+001, 8.29727E-002, 2.65527E+001, 2.50218E+001, 1.90590E-005, 2.34391E-005, 2.55500E-005, 2.72457E-005, 3.03889E-005, 1.25526E-005, 2.02277E-005, 2.72547E-005, 2.77561E-005, 3.06836E-005, 2.53069E-006, 2.21857E-005, 2.79699E-005, 2.89206E-005, 2.88740E-005, 2.61859E-005, 2.94944E-005, 2.31149E-005, 1.71105E-006
 2.76002E+002, 2.55384E+001, 2.65339E+001, 4.10894E+001, 2.72977E+001, 2.50161E+001, 2.52011E+001, 2.63504E+001, 1.79953E-002, 2.01573E-001, 2.62082E+002, 2.17523E-001, 3.75727E+001, 2.63003E+001, 1.25754E-001, 2.74902E+001, 2.50983E+001, 7.94007E-002, 2.63651E+001, 2.50219E+001, 1.91318E-005, 2.35664E-005, 2.56433E-005, 2.73272E-005, 3.02866E-005, 1.25953E-005, 2.02486E-005, 2.73150E-005, 2.78542E-005, 3.05071E-005, 2.69977E-006, 2.20981E-005, 2.85695E-005, 2.90030E-005, 2.90485E-005, 2.62689E-005, 2.95829E-005, 2.31907E-005, 1.72170E-006
 2.77004E+002, 2.55360E+001, 2.65311E+001, 4.08450E+001, 2.70386E+001, 2.50162E+001, 2.51837E+001, 2.65413E+001, 1.79953E-002, 2.01534E-001, 2.62638E+002, 2.17795E-001, 3.74478E+001, 2.63025E+001, 1.24892E-001, 2.74597E+001, 2.50985E+001, 8.15571E-002, 2.63379E+001, 2.50220E+001, 1.92016E-005, 2.36836E-005, 2.57143E-005, 2.73952E-005, 3.02236E-005, 1.26329E-005, 2.04205E-005, 2.73632E-005, 2.79579E-005, 3.05236E-005, 2.67626E-006, 2.20740E-005, 2.83973E-005, 2.90586E-005, 2.91082E-005, 2.63517E-005, 2.96697E-005, 2.32645E-005, 1.73182E-006
 2.78005E+002, 2.55339E+001, 2.65360E+001, 4.07834E+001, 2.66732E+001, 2.50163E+001, 2.51979E+001, 2.63819E+001, 1.79952E-002, 2.01506E-001, 2.63158E+002, 2.17731E-001, 3.72862E+001, 2.63036E+001, 1.23377E-001, 2.73955E+001, 2.50986E+001, 8.10582E-002, 2.63709E+001, 2.50221E+001, 1.92880E-005, 2.37930E-005, 2.57718E-005, 2.74727E-005, 3.02337E-005, 1.26585E-005, 2.06418E-005, 2.74052E-005, 2.80746E-005, 3.06170E-005, 2.52583E-006, 2.21806E-005, 2.80853E-005, 2.91094E-005, 2.91407E-005, 2.64330E-005, 2.97546E-005, 2.33357E-005, 1.74198E-006
 2.79001E+002, 2.55331E+001, 2.65450E+001, 4.09265E+001, 2.63822E+001, 2.50164E+001, 2.52227E+001, 2.61226E+001, 1.79950E-002, 2.01501E-001, 2.63623E+002, 2.17792E-001, 3.73622E+001, 2.63042E+001, 1.21132E-001, 2.72849E+001, 2.50989E+001, 8.36854E-002, 2.64766E+001, 2.50221E+001, 1.93977E-005, 2.38962E-005, 2.58277E-005, 2.75563E-005, 3.03192E-005, 1.26755E-005, 2.08006E-005, 2.74586E-005, 2.81995E-005, 3.07069E-005, 2.41877E-006, 2.23890E-005, 2.85137E-005, 2.91564E-005, 2.91848E-005, 2.65129E-005, 2.98405E-005, 2.34052E-005, 1.75267E-006
 2.80003E+002, 2.55338E+001, 2.65446E+001, 4.12286E+001, 2.62762E+001, 2.50165E+001, 2.52481E+001, 2.61860E+001, 1.79951E-002, 2.01509E-001, 2.64066E+002, 2.17848E-001, 3.78302E+001, 2.63051E+001, 1.22225E-001, 2.73001E+001, 2.50992E+001, 8.37148E-002, 2.66216E+001, 2.50221E+001, 1.95229E-005, 2.39941E-005, 2.58897E-005, 2.76287E-005, 3.04908E-005, 1.27029E-005, 2.08600E-005, 2.75303E-005, 2.83310E-005, 3.07727E-005, 2.41650E-006, 2.24962E-005, 2.91691E-005, 2.93141E-005, 2.92838E-005, 2.65928E-005, 2.99294E-005, 2.34756E-005, 1.76417E-006
 2.81004E+002, 2.55360E+001, 2.65342E+001, 4.15961E+001, 2.62971E+001, 2.50165E+001, 2.52743E+001, 2.63209E+001, 1.79952E-002, 2.01509E-001, 2.64485E+002, 2.17979E-001, 3.83109E+001, 2.63069E+001, 1.22043E-001, 2.73007E+001, 2.50996E+001, 8.29078E-002, 2.66180E+001, 2.50221E+001, 1.96440E-005, 2.40862E-005, 2.59655E-005, 2.77000E-005, 3.07777E-005, 1.27563E-005, 2.08569E-005, 2.76155E-005, 2.83940E-005, 3.07977E-005, 2.49942E-006, 2.22950E-005, 2.91462E-005, 2.94562E-005, 2.94838E-005, 2.66741E-005, 3.00204E-005, 2.35486E-005, 1.77670E-006
 2.82001E+002, 2.55390E+001, 2.65271E+001, 4.15889E+001, 2.62944E+001, 2.50166E+001, 2.53390E+001, 2.64381E+001, 1.79952E-002, 2.01488E-001, 2.64883E+002, 2.18014E-001, 3.86503E+001, 2.63095E+001, 1.22154E-001, 2.72873E+001, 2.51001E+001, 8.61459E-002, 2.66119E+001, 2.50222E+001, 1.97376E-005, 2.41706E-005, 2.60591E-005, 2.77965E-005, 3.10897E-005, 1.28328E-005, 2.08383E-005, 2.77154E-005, 2.84639E-005, 3.09236E-005, 2.62923E-006, 2.17685E-005, 2.84547E-005, 2.94495E-005, 2.95077E-005, 2.67568E-005, 3.01117E-005, 2.36264E-005, 1.78945E-006
 2.83002E+002, 2.55420E+001, 2.65229E+001, 4.14433E+001, 2.65294E+001, 2.50166E+001, 2.54044E+001, 2.60869E+001, 1.79952E-002, 2.01456E-001, 2.65268E+002, 2.18091E-001, 3.88479E+001, 2.63125E+001, 1.24842E-001, 2.74327E+001, 2.51005E+001, 9.05820E-002, 2.66265E+001, 2.50223E+001, 1.97942E-005, 2.42453E-005, 2.61534E-005, 2.79139E-005, 3.13122E-005, 1.29146E-005, 2.08190E-005, 2.78279E-005, 2.85273E-005, 3.11684E-005, 2.79875E-006, 2.13631E-005, 2.74847E-005, 2.94416E-005, 2.94425E-005, 2.68407E-005, 3.02021E-005, 2.37072E-005, 1.80180E-006
 2.84004E+002, 2.55444E+001, 2.65212E+001, 4.11548E+001, 2.71176E+001, 2.50166E+001, 2.52677E+001, 2.60262E+001, 1.79953E-002, 2.01439E-001, 2.65627E+002, 2.18149E-001, 3.88340E+001, 2.63153E+001, 1.26434E-001, 2.75363E+001, 2.51008E+001, 8.71465E-002, 2.64461E+001, 2.50224E+001, 1.98234E-005, 2.43103E-005, 2.62371E-005, 2.80267E-005, 3.13731E-005, 1.29755E-005, 2.08004E-005, 2.79409E-005, 2.85800E-005, 3.12672E-005, 3.60555E-006, 2.15729E-005, 2.72193E-005, 2.95388E-005, 2.95551E-005, 2.69248E-005, 3.02913E-005, 2.37865E-005, 1.81401E-006
 2.85000E+002, 2.55463E+001, 2.65249E+001, 4.09785E+001, 2.72078E+001, 2.50165E+001, 2.51941E+001, 2.63667E+001, 1.79952E-002, 2.01438E-001, 2.65957E+002, 2.17954E-001, 3.87934E+001, 2.63178E+001, 1.26949E-001, 2.75379E+001, 2.51010E+001, 8.25690E-002, 2.63101E+001, 2.50225E+001, 1.98443E-005, 2.43691E-005, 2.63146E-005, 2.81267E-005, 3.14108E-005, 1.30026E-005, 2.08150E-005, 2.80399E-005, 2.86740E-005, 3.13079E-005, 4.25507E-006, 2.20718E-005, 2.76477E-005, 2.97441E-005, 2.96247E-005, 2.70077E-005, 3.03778E-005, 2.38636E-005, 1.82599E-006
 2.86002E+002, 2.55480E+001, 2.65371E+001, 4.08897E+001, 2.71355E+001, 2.50165E+001, 2.52033E+001, 2.66244E+001, 1.79952E-002, 2.01431E-001, 2.66303E+002, 2.17604E-001, 3.87178E+001, 2.63204E+001, 1.27272E-001, 2.75492E+001, 2.51012E+001, 7.96925E-002, 2.63652E+001, 2.50226E+001, 1.98743E-005, 2.44288E-005, 2.63954E-005, 2.82310E-005, 3.14670E-005, 1.30209E-005, 2.09187E-005, 2.81443E-005, 2.87935E-005, 3.13916E-005, 3.10211E-006, 2.24149E-005, 2.81478E-005, 2.98902E-005, 2.97713E-005, 2.70893E-005, 3.04630E-005, 2.39397E-005, 1.83745E-006
 2.87003E+002, 2.55497E+001, 2.65535E+001, 4.09134E+001, 2.70757E+001, 2.50166E+001, 2.52345E+001, 2.61073E+001, 1.79952E-002, 2.01404E-001, 2.66678E+002, 2.17238E-001, 3.86470E+001, 2.63233E+001, 1.27112E-001, 2.75570E+001, 2.51014E+001, 8.45088E-002, 2.63895E+001, 2.50226E+001, 1.99216E-005, 2.44959E-005, 2.64865E-005, 2.83467E-005, 3.15642E-005, 1.30631E-005, 2.11175E-005, 2.82908E-005, 2.89070E-005, 3.14687E-005, 2.63960E-006, 2.22941E-005, 2.85791E-005, 2.99348E-005, 2.98961E-005, 2.71693E-005, 3.05480E-005, 2.40145E-005, 1.84901E-006
 2.88005E+002, 2.55515E+001, 2.65588E+001, 4.09925E+001, 2.70151E+001, 2.50166E+001, 2.52664E+001, 2.59433E+001, 1.79952E-002, 2.01358E-001, 2.67063E+002, 2.17101E-001, 3.87271E+001, 2.63266E+001, 1.26428E-001, 2.75467E+001, 2.51016E+001, 8.86440E-002, 2.65956E+001, 2.50226E+001, 1.99791E-005, 2.45717E-005, 2.65872E-005, 2.84501E-005, 3.16964E-005, 1.31369E-005, 2.13652E-005, 2.84880E-005, 2.90016E-005, 3.15357E-005, 2.62936E-006, 2.17181E-005, 2.86433E-005, 2.99636E-005, 2.99812E-005, 2.72491E-005, 3.06330E-005, 2.40900E-005, 1.86403E-006
 2.89001E+002, 2.55529E+001, 2.65472E+001, 4.12967E+001, 2.69253E+001, 2.50167E+001, 2.52980E+001, 2.60537E+001, 1.79951E-002, 2.01305E-001, 2.67434E+002, 2.17361E-001, 3.90829E+001, 2.63299E+001, 1.25569E-001, 2.75249E+001, 2.51019E+001, 8.94579E-002, 2.65678E+001, 2.50226E+001, 2.00260E-005, 2.46504E-005, 2.66893E-005, 2.85253E-005, 3.19002E-005, 1.32182E-005, 2.16306E-005, 2.86894E-005, 2.90862E-005, 3.16119E-005, 2.70357E-006, 2.12985E-005, 2.83025E-005, 3.00708E-005, 3.00741E-005, 2.73293E-005, 3.07173E-005, 2.41656E-005, 1.88235E-006
 2.90003E+002, 2.55533E+001, 2.65308E+001, 4.17779E+001, 2.67730E+001, 2.50168E+001, 2.53062E+001, 2.65878E+001, 1.79952E-002, 2.01251E-001, 2.67790E+002, 2.17587E-001, 3.94711E+001, 2.63329E+001, 1.24359E-001, 2.74861E+001, 2.51021E+001, 9.26520E-002, 2.66302E+001, 2.50227E+001, 2.00409E-005, 2.47227E-005, 2.67786E-005, 2.85939E-005, 3.21207E-005, 1.32798E-005, 2.19124E-005, 2.88381E-005, 2.91725E-005, 3.17221E-005, 2.75998E-006, 2.12456E-005, 2.87107E-005, 3.02530E-005, 3.02290E-005, 2.74097E-005, 3.08018E-005, 2.42373E-005, 1.90062E-006
 2.91004E+002, 2.55524E+001, 2.65231E+001, 4.22043E+001, 2.66607E+001, 2.50168E+001, 2.52685E+001, 2.65053E+001, 1.79951E-002, 2.01202E-001, 2.68171E+002, 2.17666E-001, 3.95419E+001, 2.63354E+001, 1.23441E-001, 2.74686E+001, 2.51023E+001, 8.84706E-002, 2.65105E+001, 2.50228E+001, 2.00206E-005, 2.47812E-005, 2.68522E-005, 2.86752E-005, 3.22543E-005, 1.33355E-005, 2.22145E-005, 2.89250E-005, 2.92628E-005, 3.18984E-005, 2.83892E-006, 2.15729E-005, 2.97310E-005, 3.03798E-005, 3.03722E-005, 2.74899E-005, 3.08902E-005, 2.43034E-005, 1.91760E-006
 2.92001E+002, 2.55511E+001, 2.65256E+001, 4.23848E+001, 2.67514E+001, 2.50168E+001, 2.52418E+001, 2.61966E+001, 1.79952E-002, 2.01167E-001, 2.68607E+002, 2.17840E-001, 3.93762E+001, 2.63372E+001, 1.23240E-001, 2.74791E+001, 2.51025E+001, 8.81917E-002, 2.63890E+001, 2.50229E+001, 1.99923E-005, 2.48266E-005, 2.69273E-005, 2.87677E-005, 3.21646E-005, 1.34356E-005, 2.25197E-005, 2.89442E-005, 2.93442E-005, 3.20544E-005, 2.92348E-006, 2.22590E-005, 2.97227E-005, 3.03136E-005, 3.04709E-005, 2.75691E-005, 3.09808E-005, 2.43655E-005, 1.93343E-006
 2.93002E+002, 2.55505E+001, 2.65316E+001, 4.21837E+001, 2.69133E+001, 2.50169E+001, 2.52571E+001, 2.62035E+001, 1.79952E-002, 2.01153E-001, 2.69082E+002, 2.18027E-001, 3.89706E+001, 2.63387E+001, 1.23006E-001, 2.74698E+001, 2.51027E+001, 8.72370E-002, 2.64403E+001, 2.50230E+001, 1.99910E-005, 2.48705E-005, 2.70201E-005, 2.88722E-005, 3.20183E-005, 1.36023E-005, 2.27867E-005, 2.88941E-005, 2.94103E-005, 3.21593E-005, 2.81381E-006, 2.31471E-005, 2.93121E-005, 3.02991E-005, 3.04407E-005, 2.76484E-005, 3.10709E-005, 2.44296E-005, 1.94760E-006
 2.94004E+002, 2.55511E+001, 2.65417E+001, 4.16714E+001, 2.70325E+001, 2.50171E+001, 2.52741E+001, 2.62174E+001, 1.79953E-002, 2.01150E-001, 2.69577E+002, 2.18097E-001, 3.84841E+001, 2.63407E+001, 1.23472E-001, 2.74802E+001, 2.51032E+001, 8.38321E-002, 2.65111E+001, 2.50231E+001, 2.00261E-005, 2.49253E-005, 2.71364E-005, 2.89892E-005, 3.19139E-005, 1.37981E-005, 2.29904E-005, 2.88198E-005, 2.94651E-005, 3.21744E-005, 2.86201E-006, 2.39717E-005, 2.89694E-005, 3.03675E-005, 3.03964E-005, 2.77291E-005, 3.11596E-005, 2.45009E-005, 1.96076E-006
 2.95000E+002, 2.55521E+001, 2.65529E+001, 4.15866E+001, 2.69594E+001, 2.50173E+001, 2.52505E+001, 2.62259E+001, 1.79953E-002, 2.01145E-001, 2.70072E+002, 2.18144E-001, 3.82476E+001, 2.63433E+001, 1.23290E-001, 2.74661E+001, 2.51037E+001, 8.26053E-002, 2.64579E+001, 2.50232E+001, 2.00718E-005, 2.49932E-005, 2.72724E-005, 2.90991E-005, 3.19143E-005, 1.39684E-005, 2.31353E-005, 2.87757E-005, 2.95114E-005, 3.21425E-005, 3.01375E-006, 2.45069E-005, 2.90062E-005, 3.05081E-005, 3.05506E-005, 2.78109E-005, 3.12465E-005, 2.45803E-005, 1.97435E-006
 2.96002E+002, 2.55522E+001, 2.65540E+001, 4.16723E+001, 2.66016E+001, 2.50174E+001, 2.52099E+001, 2.60182E+001, 1.79953E-002, 2.01149E-001, 2.70563E+002, 2.18337E-001, 3.83523E+001, 2.63463E+001, 1.22213E-001, 2.73871E+001, 2.51043E+001, 8.45291E-002, 2.66289E+001, 2.50234E+001, 2.01002E-005, 2.50676E-005, 2.74123E-005, 2.91844E-005, 3.19575E-005, 1.40812E-005, 2.32187E-005, 2.87865E-005, 2.95679E-005, 3.22667E-005, 3.16927E-006, 2.47202E-005, 2.91423E-005, 3.06507E-005, 3.07016E-005, 2.78930E-005, 3.13320E-005, 2.46632E-005, 1.98874E-006
 2.97003E+002, 2.55510E+001, 2.65425E+001, 4.17168E+001, 2.64278E+001, 2.50175E+001, 2.52080E+001, 2.60838E+001, 1.79954E-002, 2.01163E-001, 2.71052E+002, 2.18758E-001, 3.86705E+001, 2.63490E+001, 1.22753E-001, 2.73742E+001, 2.51047E+001, 8.47442E-002, 2.66030E+001, 2.50235E+001, 2.01155E-005, 2.51436E-005, 2.75392E-005, 2.92566E-005, 3.19968E-005, 1.41190E-005, 2.32531E-005, 2.88695E-005, 2.96394E-005, 3.23529E-005, 3.21466E-006, 2.45737E-005, 2.89329E-005, 3.07566E-005, 3.07601E-005, 2.79750E-005, 3.14167E-005, 2.47460E-005, 2.00289E-006
 2.98005E+002, 2.55491E+001, 2.65313E+001, 4.15629E+001, 2.64595E+001, 2.50176E+001, 2.52331E+001, 2.62222E+001, 1.79954E-002, 2.01171E-001, 2.71525E+002, 2.19183E-001, 3.89522E+001, 2.63507E+001, 1.23287E-001, 2.73919E+001, 2.51050E+001, 8.68578E-002, 2.65424E+001, 2.50237E+001, 2.01494E-005, 2.52285E-005, 2.76530E-005, 2.93487E-005, 3.20585E-005, 1.40667E-005, 2.32996E-005, 2.90146E-005, 2.97097E-005, 3.23932E-005, 3.14098E-006, 2.39931E-005, 2.86290E-005, 3.08173E-005, 3.07718E-005, 2.80562E-005, 3.14997E-005, 2.48269E-005, 2.01578E-006
 2.99001E+002, 2.55480E+001, 2.65310E+001, 4.13863E+001, 2.64267E+001, 2.50176E+001, 2.52385E+001, 2.59753E+001, 1.79955E-002, 2.01168E-001, 2.71952E+002, 2.19326E-001, 3.91354E+001, 2.63516E+001, 1.22557E-001, 2.73522E+001, 2.51052E+001, 8.98720E-002, 2.65052E+001, 2.50237E+001, 2.02273E-005, 2.53365E-005, 2.77662E-005, 2.94578E-005, 3.21416E-005, 1.39574E-005, 2.33931E-005, 2.91405E-005, 2.98020E-005, 3.24630E-005, 3.08023E-006, 2.31972E-005, 2.85633E-005, 3.08310E-005, 3.08163E-005, 2.81362E-005, 3.15813E-005, 2.49042E-005, 2.02876E-006
