s,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door,tr_fire_z03,tr_fire_z08,tr_fire_z13,tr_fire_z18,tr_fire_z22,tr_mid_z03,tr_mid_z08,tr_mid_z13,tr_mid_z18,tr_mid_z22,tr_door_z03,tr_door_z08,tr_door_z13,tr_door_z18,tr_door_z22,tr_roommean,tr_uppermean,tr_lowermean,tr_plenummean
 1.24000E+002, 2.53597E+001, 2.63406E+001, 3.95580E+001, 2.66682E+001, 2.50171E+001, 2.56559E+001, 2.61248E+001, 1.79949E-002, 2.04563E-001, 1.95860E+002, 2.06972E-001, 3.54267E+001, 2.59199E+001, 1.33905E-001, 2.73795E+001, 2.50493E+001, 8.06424E-002, 2.62379E+001, 2.50121E+001, 6.99386E-006, 9.03844E-006, 1.07566E-005, 1.26779E-005, 1.67446E-005, 4.51639E-006, 7.51588E-006, 1.22514E-005, 1.30751E-005, 1.62901E-005, 4.61181E-007, 1.02915E-005, 1.28037E-005, 1.37413E-005, 1.36764E-005, 1.21906E-005, 1.51725E-005, 9.60819E-006, 2.10096E-007
 1.25002E+002, 2.53624E+001, 2.63380E+001, 3.99599E+001, 2.67269E+001, 2.50169E+001, 2.56852E+001, 2.60339E+001, 1.79955E-002, 2.04550E-001, 1.96531E+002, 2.07299E-001, 3.54472E+001, 2.59234E+001, 1.34173E-001, 2.73985E+001, 2.50497E+001, 8.71113E-002, 2.62496E+001, 2.50122E+001, 7.04464E-006, 9.10642E-006, 1.08521E-005, 1.27728E-005, 1.69061E-005, 4.56639E-006, 7.60808E-006, 1.23244E-005, 1.31786E-005, 1.64106E-005, 4.25866E-007, 9.50903E-006, 1.29652E-005, 1.38898E-005, 1.37509E-005, 1.22942E-005, 1.52835E-005, 9.70748E-006, 2.17396E-007
 1.26004E+002, 2.53655E+001, 2.63364E+001, 4.02322E+001, 2.67570E+001, 2.50167E+001, 2.54351E+001, 2.59080E+001, 1.79955E-002, 2.04530E-001, 1.97171E+002, 2.08045E-001, 3.57541E+001, 2.59271E+001, 1.34058E-001, 2.74048E+001, 2.50501E+001, 9.10059E-002, 2.62349E+001, 2.50122E+001, 7.09208E-006, 9.17536E-006, 1.09510E-005, 1.28660E-005, 1.70018E-005, 4.61232E-006, 7.70363E-006, 1.23857E-005, 1.32729E-005, 1.65191E-005, 5.69220E-007, 9.24758E-006, 1.34072E-005, 1.40109E-005, 1.39386E-005, 1.23990E-005, 1.53932E-005, 9.81139E-006, 2.24112E-007
 1.27005E+002, 2.53685E+001, 2.63377E+001, 3.99242E+001, 2.67508E+001, 2.50164E+001, 2.52058E+001, 2.58255E+001, 1.79953E-002, 2.04509E-001, 1.97777E+002, 2.08572E-001, 3.55225E+001, 2.59307E+001, 1.33817E-001, 2.74099E+001, 2.50505E+001, 8.89133E-002, 2.63497E+001, 2.50123E+001, 7.13769E-006, 9.24538E-006, 1.10464E-005, 1.29717E-005, 1.69347E-005, 4.65630E-006, 7.79529E-006, 1.23978E-005, 1.33711E-005, 1.66457E-005, 6.69394E-007, 9.54905E-006, 1.37291E-005, 1.42580E-005, 1.42195E-005, 1.25034E-005, 1.55008E-005, 9.91544E-006, 2.30325E-007
 1.28003E+002, 2.53712E+001, 2.63407E+001, 4.02791E+001, 2.67681E+001, 2.50164E+001, 2.51726E+001, 2.58338E+001, 1.79986E-002, 2.04496E-001, 1.98334E+002, 2.08672E-001, 3.56323E+001, 2.59342E+001, 1.33710E-001, 2.74236E+001, 2.50509E+001, 8.62584E-002, 2.63529E+001, 2.50123E+001, 7.18594E-006, 9.31733E-006, 1.11289E-005, 1.30924E-005, 1.72217E-005, 4.69851E-006, 7.87437E-006, 1.23608E-005, 1.34691E-005, 1.67795E-005, 4.73204E-007, 9.40418E-006, 1.39597E-005, 1.43800E-005, 1.44258E-005, 1.26070E-005, 1.56059E-005, 1.00189E-005, 2.36049E-007
 1.29002E+002, 2.53738E+001, 2.63467E+001, 4.06377E+001, 2.67852E+001, 2.50165E+001, 2.52497E+001, 2.58799E+001, 1.79919E-002, 2.04493E-001, 1.98854E+002, 2.08501E-001, 3.59403E+001, 2.59374E+001, 1.34269E-001, 2.74370E+001, 2.50513E+001, 8.12186E-002, 2.62095E+001, 2.50124E+001, 7.24355E-006, 9.39422E-006, 1.12169E-005, 1.32307E-005, 1.73678E-005, 4.73886E-006, 7.94129E-006, 1.23182E-005, 1.35679E-005, 1.69469E-005, 3.34194E-007, 9.23508E-006, 1.40738E-005, 1.47764E-005, 1.44870E-005, 1.27104E-005, 1.57094E-005, 1.01234E-005, 2.41653E-007
 1.30001E+002, 2.53765E+001, 2.63537E+001, 4.02860E+001, 2.68040E+001, 2.50165E+001, 2.55874E+001, 2.62311E+001, 1.79935E-002, 2.04490E-001, 1.99346E+002, 2.08233E-001, 3.56551E+001, 2.59404E+001, 1.35101E-001, 2.74522E+001, 2.50518E+001, 8.10895E-002, 2.61658E+001, 2.50124E+001, 7.31529E-006, 9.47946E-006, 1.13240E-005, 1.33625E-005, 1.73976E-005, 4.78014E-006, 8.02309E-006, 1.23011E-005, 1.36799E-005, 1.71256E-005, 3.31895E-007, 9.76402E-006, 1.40530E-005, 1.48035E-005, 1.47158E-005, 1.28137E-005, 1.58123E-005, 1.02290E-005, 2.47750E-007
 1.31003E+002, 2.53793E+001, 2.63533E+001, 4.02121E+001, 2.68274E+001, 2.50165E+001, 2.59655E+001, 2.57819E+001, 1.79930E-002, 2.04479E-001, 1.99827E+002, 2.08032E-001, 3.54500E+001, 2.59433E+001, 1.35306E-001, 2.74648E+001, 2.50522E+001, 8.19291E-002, 2.62406E+001, 2.50124E+001, 7.40215E-006, 9.57495E-006, 1.14393E-005, 1.34703E-005, 1.74974E-005, 4.82749E-006, 8.15101E-006, 1.23393E-005, 1.38024E-005, 1.72652E-005, 3.96042E-007, 1.03451E-005, 1.42656E-005, 1.50331E-005, 1.48617E-005, 1.29158E-005, 1.59156E-005, 1.03317E-005, 2.54203E-007
 1.32003E+002, 2.53822E+001, 2.63497E+001, 4.04850E+001, 2.68578E+001, 2.50163E+001, 2.57686E+001, 2.56899E+001, 1.79977E-002, 2.04465E-001, 2.00295E+002, 2.08199E-001, 3.55821E+001, 2.59466E+001, 1.34860E-001, 2.74716E+001, 2.50525E+001, 8.44106E-002, 2.63239E+001, 2.50124E+001, 7.50094E-006, 9.67994E-006, 1.15520E-005, 1.35545E-005, 1.75512E-005, 4.88162E-006, 8.31703E-006, 1.24470E-005, 1.39194E-005, 1.73555E-005, 3.60033E-007, 1.03844E-005, 1.41816E-005, 1.50965E-005, 1.50553E-005, 1.30176E-005, 1.60191E-005, 1.04322E-005, 2.60558E-007
 1.33004E+002, 2.53848E+001, 2.63497E+001, 4.00164E+001, 2.68817E+001, 2.50161E+001, 2.55316E+001, 2.55859E+001, 1.79976E-002, 2.04452E-001, 2.00772E+002, 2.08122E-001, 3.52570E+001, 2.59502E+001, 1.33889E-001, 2.74601E+001, 2.50529E+001, 8.01960E-002, 2.62225E+001, 2.50125E+001, 7.60558E-006, 9.79164E-006, 1.16614E-005, 1.36304E-005, 1.74774E-005, 4.93231E-006, 8.46520E-006, 1.25813E-005, 1.40235E-005, 1.74160E-005, 5.12390E-007, 1.04819E-005, 1.38223E-005, 1.49826E-005, 1.52096E-005, 1.31204E-005, 1.61232E-005, 1.05332E-005, 2.66556E-007
 1.34004E+002, 2.53869E+001, 2.63508E+001, 3.98507E+001, 2.69541E+001, 2.50158E+001, 2.55606E+001, 2.57782E+001, 1.79936E-002, 2.04439E-001, 2.01254E+002, 2.08043E-001, 3.51164E+001, 2.59540E+001, 1.33064E-001, 2.74625E+001, 2.50533E+001, 7.93604E-002, 2.61828E+001, 2.50125E+001, 7.71020E-006, 9.90507E-006, 1.17589E-005, 1.37069E-005, 1.75992E-005, 4.94878E-006, 8.53310E-006, 1.26994E-005, 1.41164E-005, 1.74917E-005, 9.82449E-007, 1.09797E-005, 1.33094E-005, 1.50567E-005, 1.52368E-005, 1.32233E-005, 1.62291E-005, 1.06335E-005, 2.72128E-007
 1.35000E+002, 2.53884E+001, 2.63480E+001, 4.02887E+001, 2.70850E+001, 2.50155E+001, 2.55052E+001, 2.56153E+001, 1.79973E-002, 2.04421E-001, 2.01760E+002, 2.08046E-001, 3.55959E+001, 2.59580E+001, 1.32094E-001, 2.74692E+001, 2.50537E+001, 7.94468E-002, 2.61897E+001, 2.50126E+001, 7.81220E-006, 1.00176E-005, 1.18335E-005, 1.37823E-005, 1.77969E-005, 4.88838E-006, 8.51577E-006, 1.28158E-005, 1.41964E-005, 1.75495E-005, 1.54747E-006, 1.15485E-005, 1.32815E-005, 1.51399E-005, 1.52459E-005, 1.33257E-005, 1.63360E-005, 1.07310E-005, 2.77320E-007
 1.36001E+002, 2.53896E+001, 2.63553E+001, 3.98383E+001, 2.72068E+001, 2.50153E+001, 2.52748E+001, 2.55849E+001, 1.79881E-002, 2.04397E-001, 2.02258E+002, 2.07940E-001, 3.53625E+001, 2.59619E+001, 1.31054E-001, 2.74684E+001, 2.50541E+001, 8.10615E-002, 2.62777E+001, 2.50127E+001, 7.91326E-006, 1.01322E-005, 1.19104E-005, 1.38556E-005, 1.78142E-005, 4.76131E-006, 8.47958E-006, 1.29423E-005, 1.42702E-005, 1.76005E-005, 1.47722E-006, 1.20208E-005, 1.39661E-005, 1.54270E-005, 1.53068E-005, 1.34279E-005, 1.64430E-005, 1.08264E-005, 2.82281E-007
 1.37003E+002, 2.53908E+001, 2.63640E+001, 3.96835E+001, 2.71822E+001, 2.50151E+001, 2.51509E+001, 2.55954E+001, 1.79949E-002, 2.04370E-001, 2.02739E+002, 2.07776E-001, 3.52011E+001, 2.59658E+001, 1.30343E-001, 2.74491E+001, 2.50544E+001, 8.38337E-002, 2.64012E+001, 2.50127E+001, 8.01520E-006, 1.02513E-005, 1.20136E-005, 1.39347E-005, 1.79388E-005, 4.64543E-006, 8.48820E-006, 1.30959E-005, 1.43452E-005, 1.76681E-005, 9.99722E-007, 1.23912E-005, 1.46150E-005, 1.55605E-005, 1.54580E-005, 1.35299E-005, 1.65510E-005, 1.09206E-005, 2.87012E-007
 1.38004E+002, 2.53924E+001, 2.63659E+001, 4.00893E+001, 2.71192E+001, 2.50150E+001, 2.51381E+001, 2.55858E+001, 1.79975E-002, 2.04346E-001, 2.03225E+002, 2.07931E-001, 3.53461E+001, 2.59697E+001, 1.30287E-001, 2.74339E+001, 2.50546E+001, 8.75792E-002, 2.64678E+001, 2.50128E+001, 8.11614E-006, 1.03725E-005, 1.21351E-005, 1.40424E-005, 1.80517E-005, 4.61896E-006, 8.53804E-006, 1.32867E-005, 1.44262E-005, 1.77540E-005, 5.99844E-007, 1.14990E-005, 1.45564E-005, 1.56803E-005, 1.55653E-005, 1.36310E-005, 1.66587E-005, 1.10135E-005, 2.91406E-007
 1.39000E+002, 2.53943E+001, 2.63687E+001, 3.97993E+001, 2.70521E+001, 2.50150E+001, 2.51811E+001, 2.56657E+001, 1.79985E-002, 2.04324E-001, 2.03712E+002, 2.08082E-001, 3.51240E+001, 2.59738E+001, 1.30596E-001, 2.74264E+001, 2.50548E+001, 9.11744E-002, 2.64525E+001, 2.50129E+001, 8.20946E-006, 1.04904E-005, 1.22601E-005, 1.41767E-005, 1.80550E-005, 4.68859E-006, 8.60113E-006, 1.34871E-005, 1.45170E-005, 1.78301E-005, 4.48456E-007, 9.10683E-006, 1.44450E-005, 1.57121E-005, 1.56396E-005, 1.37316E-005, 1.67650E-005, 1.11074E-005, 2.95606E-007
 1.40002E+002, 2.53960E+001, 2.63792E+001, 3.92169E+001, 2.70142E+001, 2.50150E+001, 2.53136E+001, 2.58635E+001, 1.79935E-002, 2.04297E-001, 2.04188E+002, 2.08008E-001, 3.45774E+001, 2.59780E+001, 1.30984E-001, 2.74320E+001, 2.50550E+001, 9.37508E-002, 2.64022E+001, 2.50129E+001, 8.28686E-006, 1.05996E-005, 1.23815E-005, 1.43250E-005, 1.80114E-005, 4.80869E-006, 8.68770E-006, 1.36721E-005, 1.46191E-005, 1.78907E-005, 4.16016E-007, 7.99001E-006, 1.46165E-005, 1.58099E-005, 1.57031E-005, 1.38328E-005, 1.68704E-005, 1.12051E-005, 3.00218E-007
 1.41004E+002, 2.53971E+001, 2.63930E+001, 3.99657E+001, 2.69817E+001, 2.50149E+001, 2.56614E+001, 2.60526E+001, 1.79945E-002, 2.04262E-001, 2.04622E+002, 2.08123E-001, 3.50514E+001, 2.59819E+001, 1.31196E-001, 2.74401E+001, 2.50552E+001, 9.52085E-002, 2.63527E+001, 2.50128E+001, 8.34125E-006, 1.06974E-005, 1.24822E-005, 1.44679E-005, 1.82230E-005, 4.94480E-006, 8.81389E-006, 1.38175E-005, 1.47282E-005, 1.79650E-005, 4.69846E-007, 8.48873E-006, 1.46572E-005, 1.58652E-005, 1.57443E-005, 1.39350E-005, 1.69756E-005, 1.13066E-005, 3.05778E-007
 1.42002E+002, 2.53976E+001, 2.64075E+001, 3.98027E+001, 2.69866E+001, 2.50148E+001, 2.57670E+001, 2.62344E+001, 1.79958E-002, 2.04232E-001, 2.04984E+002, 2.07991E-001, 3.50851E+001, 2.59855E+001, 1.31364E-001, 2.74451E+001, 2.50553E+001, 9.00744E-002, 2.62522E+001, 2.50128E+001, 8.36980E-006, 1.07844E-005, 1.25500E-005, 1.45894E-005, 1.82401E-005, 5.09472E-006, 8.96928E-006, 1.39015E-005, 1.48329E-005, 1.80386E-005, 1.56972E-006, 9.53401E-006, 1.45355E-005, 1.58296E-005, 1.57835E-005, 1.40377E-005, 1.70801E-005, 1.14097E-005, 3.12925E-007
 1.43004E+002, 2.53975E+001, 2.64188E+001, 3.92564E+001, 2.70354E+001, 2.50147E+001, 2.56409E+001, 2.61885E+001, 1.79948E-002, 2.04213E-001, 2.05287E+002, 2.07398E-001, 3.48974E+001, 2.59887E+001, 1.31885E-001, 2.74474E+001, 2.50555E+001, 8.00449E-002, 2.61818E+001, 2.50128E+001, 8.37486E-006, 1.08619E-005, 1.25978E-005, 1.46860E-005, 1.84008E-005, 5.26766E-006, 9.13463E-006, 1.39441E-005, 1.49276E-005, 1.81126E-005, 4.62346E-006, 1.07453E-005, 1.47322E-005, 1.59422E-005, 1.58689E-005, 1.41407E-005, 1.71848E-005, 1.15114E-005, 3.22769E-007
 1.44001E+002, 2.53976E+001, 2.64180E+001, 3.97421E+001, 2.70696E+001, 2.50145E+001, 2.53668E+001, 2.61537E+001, 1.79968E-002, 2.04200E-001, 2.05632E+002, 2.08272E-001, 3.52028E+001, 2.59915E+001, 1.32462E-001, 2.74387E+001, 2.50557E+001, 7.03839E-002, 2.62345E+001, 2.50129E+001, 8.36238E-006, 1.09310E-005, 1.26353E-005, 1.47625E-005, 1.86423E-005, 5.46073E-006, 9.29498E-006, 1.39883E-005, 1.50216E-005, 1.81419E-005, 6.57387E-006, 1.23674E-005, 1.50414E-005, 1.60537E-005, 1.60270E-005, 1.42418E-005, 1.72899E-005, 1.16060E-005, 3.31853E-007
 1.45003E+002, 2.53984E+001, 2.64090E+001, 4.06844E+001, 2.69418E+001, 2.50143E+001, 2.53246E+001, 2.62139E+001, 1.79961E-002, 2.04183E-001, 2.06056E+002, 2.09597E-001, 3.55496E+001, 2.59939E+001, 1.32329E-001, 2.74084E+001, 2.50560E+001, 7.28583E-002, 2.62935E+001, 2.50130E+001, 8.33912E-006, 1.09915E-005, 1.26687E-005, 1.48213E-005, 1.88072E-005, 5.64634E-006, 9.44214E-006, 1.40641E-005, 1.51416E-005, 1.81600E-005, 3.12194E-006, 1.38334E-005, 1.50940E-005, 1.61504E-005, 1.61352E-005, 1.43417E-005, 1.73962E-005, 1.16966E-005, 3.39409E-007
 1.46000E+002, 2.54003E+001, 2.63995E+001, 4.04674E+001, 2.67382E+001, 2.50143E+001, 2.55156E+001, 2.60399E+001, 1.79931E-002, 2.04157E-001, 2.06539E+002, 2.10215E-001, 3.54419E+001, 2.59957E+001, 1.33266E-001, 2.74622E+001, 2.50565E+001, 8.41630E-002, 2.63167E+001, 2.50131E+001, 8.31273E-006, 1.10413E-005, 1.27217E-005, 1.48870E-005, 1.87101E-005, 5.77984E-006, 9.55802E-006, 1.41843E-005, 1.52973E-005, 1.85571E-005, 1.00775E-006, 1.19509E-005, 1.48851E-005, 1.61876E-005, 1.61806E-005, 1.44421E-005, 1.75042E-005, 1.17898E-005, 3.45729E-007
 1.47002E+002, 2.54030E+001, 2.63991E+001, 4.19440E+001, 2.71343E+001, 2.50144E+001, 2.56353E+001, 2.57917E+001, 1.79946E-002, 2.04132E-001, 2.07017E+002, 2.10905E-001, 3.67060E+001, 2.59972E+001, 1.33901E-001, 2.75385E+001, 2.50569E+001, 8.39086E-002, 2.62366E+001, 2.50132E+001, 8.28655E-006, 1.10805E-005, 1.28131E-005, 1.49906E-005, 1.91551E-005, 5.81713E-006, 9.61312E-006, 1.43389E-005, 1.54108E-005, 1.88122E-005, 1.03423E-006, 1.12095E-005, 1.48242E-005, 1.61820E-005, 1.61875E-005, 1.45437E-005, 1.76114E-005, 1.18876E-005, 3.52034E-007
 1.48002E+002, 2.54057E+001, 2.64022E+001, 4.21189E+001, 2.73994E+001, 2.50144E+001, 2.55359E+001, 2.55767E+001, 1.79948E-002, 2.04117E-001, 2.07427E+002, 2.10916E-001, 3.67795E+001, 2.59986E+001, 1.34687E-001, 2.75742E+001, 2.50573E+001, 7.92789E-002, 2.61492E+001, 2.50134E+001, 8.26812E-006, 1.11159E-005, 1.29325E-005, 1.51318E-005, 1.92849E-005, 5.75186E-006, 9.60946E-006, 1.44738E-005, 1.55018E-005, 1.89831E-005, 1.66215E-006, 1.23254E-005, 1.50787E-005, 1.61863E-005, 1.62019E-005, 1.46455E-005, 1.77159E-005, 1.19878E-005, 3.58978E-007
 1.49001E+002, 2.54079E+001, 2.64005E+001, 4.20730E+001, 2.73834E+001, 2.50144E+001, 2.53768E+001, 2.55219E+001, 1.79952E-002, 2.04115E-001, 2.07827E+002, 2.10714E-001, 3.64552E+001, 2.60000E+001, 1.35181E-001, 2.75520E+001, 2.50577E+001, 7.53156E-002, 2.61487E+001, 2.50136E+001, 8.27469E-006, 1.11595E-005, 1.30597E-005, 1.52606E-005, 1.94059E-005, 5.64172E-006, 9.62029E-006, 1.45425E-005, 1.56136E-005, 1.91451E-005, 1.61162E-006, 1.29528E-005, 1.55606E-005, 1.62118E-005, 1.62898E-005, 1.47460E-005, 1.78186E-005, 1.20875E-005, 3.65886E-007
 1.50005E+002, 2.54096E+001, 2.63970E+001, 4.10437E+001, 2.73151E+001, 2.50145E+001, 2.53220E+001, 2.54997E+001, 1.79953E-002, 2.04109E-001, 2.08304E+002, 2.10351E-001, 3.60224E+001, 2.60013E+001, 1.35611E-001, 2.75558E+001, 2.50580E+001, 7.52295E-002, 2.61944E+001, 2.50135E+001, 8.32969E-006, 1.12284E-005, 1.31933E-005, 1.53600E-005, 1.92392E-005, 5.55550E-006, 9.71399E-006, 1.45852E-005, 1.57566E-005, 1.93000E-005, 1.35340E-006, 1.27987E-005, 1.58727E-005, 1.62890E-005, 1.63983E-005, 1.48455E-005, 1.79196E-005, 1.21864E-005, 3.72965E-007
 1.51004E+002, 2.54111E+001, 2.64032E+001, 4.01321E+001, 2.71251E+001, 2.50146E+001, 2.53684E+001, 2.54226E+001, 1.79963E-002, 2.04093E-001, 2.08886E+002, 2.09722E-001, 3.50835E+001, 2.60027E+001, 1.35079E-001, 2.75370E+001, 2.50583E+001, 7.69745E-002, 2.62519E+001, 2.50134E+001, 8.44518E-006, 1.13365E-005, 1.33386E-005, 1.54523E-005, 1.89184E-005, 5.54311E-006, 9.90018E-006, 1.46593E-005, 1.59152E-005, 1.94686E-005, 1.02675E-006, 1.23915E-005, 1.60252E-005, 1.64337E-005, 1.65365E-005, 1.49441E-005, 1.80190E-005, 1.22843E-005, 3.80560E-007
 1.52003E+002, 2.54125E+001, 2.64117E+001, 3.98133E+001, 2.72616E+001, 2.50147E+001, 2.56117E+001, 2.54223E+001, 1.79983E-002, 2.04071E-001, 2.09505E+002, 2.08911E-001, 3.40806E+001, 2.60043E+001, 1.34639E-001, 2.75527E+001, 2.50585E+001, 7.93606E-002, 2.63286E+001, 2.50135E+001, 8.61214E-006, 1.14832E-005, 1.34925E-005, 1.55511E-005, 1.87210E-005, 5.62437E-006, 1.00781E-005, 1.47909E-005, 1.60651E-005, 1.93997E-005, 7.24179E-007, 1.21975E-005, 1.61378E-005, 1.66917E-005, 1.66997E-005, 1.50422E-005, 1.81177E-005, 1.23817E-005, 3.88315E-007
 1.53002E+002, 2.54133E+001, 2.64084E+001, 3.97001E+001, 2.71800E+001, 2.50149E+001, 2.59120E+001, 2.54748E+001, 1.79927E-002, 2.04039E-001, 2.10154E+002, 2.07922E-001, 3.44961E+001, 2.60065E+001, 1.32402E-001, 2.74619E+001, 2.50588E+001, 7.97971E-002, 2.63640E+001, 2.50136E+001, 8.81015E-006, 1.16519E-005, 1.36466E-005, 1.56367E-005, 1.89090E-005, 5.78688E-006, 1.01952E-005, 1.50008E-005, 1.61940E-005, 1.91341E-005, 6.06261E-007, 1.23176E-005, 1.60623E-005, 1.67924E-005, 1.69368E-005, 1.51407E-005, 1.82143E-005, 1.24787E-005, 3.96025E-007
 1.54001E+002, 2.54134E+001, 2.64005E+001, 3.93797E+001, 2.68716E+001, 2.50150E+001, 2.58601E+001, 2.55148E+001, 1.79890E-002, 2.03989E-001, 2.10755E+002, 2.07848E-001, 3.44941E+001, 2.60096E+001, 1.30083E-001, 2.73783E+001, 2.50592E+001, 7.89758E-002, 2.63069E+001, 2.50136E+001, 9.02078E-006, 1.18254E-005, 1.38037E-005, 1.56977E-005, 1.89590E-005, 6.01122E-006, 1.02787E-005, 1.52584E-005, 1.63245E-005, 1.90189E-005, 5.96920E-007, 1.25688E-005, 1.59362E-005, 1.68334E-005, 1.73082E-005, 1.52398E-005, 1.83087E-005, 1.25758E-005, 4.03712E-007
 1.55001E+002, 2.54132E+001, 2.64032E+001, 3.98569E+001, 2.65258E+001, 2.50150E+001, 2.56006E+001, 2.55986E+001, 1.79951E-002, 2.03929E-001, 2.11329E+002, 2.08817E-001, 3.47997E+001, 2.60134E+001, 1.27193E-001, 2.72592E+001, 2.50597E+001, 7.89454E-002, 2.61820E+001, 2.50137E+001, 9.23545E-006, 1.19967E-005, 1.39789E-005, 1.57582E-005, 1.89829E-005, 6.27540E-006, 1.03806E-005, 1.54702E-005, 1.64772E-005, 1.90679E-005, 6.74934E-007, 1.27668E-005, 1.61342E-005, 1.74136E-005, 1.74307E-005, 1.53393E-005, 1.84043E-005, 1.26726E-005, 4.11609E-007
 1.56000E+002, 2.54134E+001, 2.64172E+001, 3.97696E+001, 2.63604E+001, 2.50150E+001, 2.54195E+001, 2.58074E+001, 1.79953E-002, 2.03882E-001, 2.11917E+002, 2.09245E-001, 3.48041E+001, 2.60172E+001, 1.27921E-001, 2.73174E+001, 2.50602E+001, 8.48827E-002, 2.62503E+001, 2.50137E+001, 9.44899E-006, 1.21664E-005, 1.41668E-005, 1.58548E-005, 1.90727E-005, 6.53887E-006, 1.05112E-005, 1.55758E-005, 1.66680E-005, 1.91670E-005, 8.02561E-007, 1.26684E-005, 1.65606E-005, 1.76545E-005, 1.75364E-005, 1.54381E-005, 1.85022E-005, 1.27674E-005, 4.19677E-007
 1.57005E+002, 2.54144E+001, 2.64381E+001, 3.98755E+001, 2.65582E+001, 2.50150E+001, 2.53156E+001, 2.59933E+001, 1.79974E-002, 2.03862E-001, 2.12428E+002, 2.08887E-001, 3.48176E+001, 2.60209E+001, 1.27642E-001, 2.73448E+001, 2.50607E+001, 8.92439E-002, 2.65119E+001, 2.50137E+001, 9.64893E-006, 1.23348E-005, 1.43334E-005, 1.59939E-005, 1.93102E-005, 6.73273E-006, 1.06433E-005, 1.55830E-005, 1.67988E-005, 1.91569E-005, 8.08791E-007, 1.18511E-005, 1.69874E-005, 1.76504E-005, 1.76219E-005, 1.55365E-005, 1.86003E-005, 1.28618E-005, 4.27598E-007
 1.58001E+002, 2.54164E+001, 2.64671E+001, 3.97752E+001, 2.65857E+001, 2.50149E+001, 2.52328E+001, 2.58630E+001, 1.79958E-002, 2.03871E-001, 2.12796E+002, 2.07792E-001, 3.45088E+001, 2.60243E+001, 1.27904E-001, 2.73203E+001, 2.50611E+001, 8.97524E-002, 2.65692E+001, 2.50138E+001, 9.81566E-006, 1.24917E-005, 1.44595E-005, 1.61473E-005, 1.94333E-005, 6.79208E-006, 1.07639E-005, 1.55331E-005, 1.68943E-005, 1.91699E-005, 7.79660E-007, 1.06767E-005, 1.71465E-005, 1.75916E-005, 1.76606E-005, 1.56351E-005, 1.86978E-005, 1.29589E-005, 4.35044E-007
 1.59004E+002, 2.54194E+001, 2.64907E+001, 3.99336E+001, 2.65012E+001, 2.50148E+001, 2.52035E+001, 2.57999E+001, 1.79958E-002, 2.03896E-001, 2.13111E+002, 2.06915E-001, 3.42806E+001, 2.60279E+001, 1.28371E-001, 2.72989E+001, 2.50614E+001, 8.79114E-002, 2.65455E+001, 2.50139E+001, 9.93943E-006, 1.26272E-005, 1.45587E-005, 1.62677E-005, 1.93824E-005, 6.73387E-006, 1.08198E-005, 1.54780E-005, 1.69975E-005, 1.92326E-005, 8.21988E-007, 1.04078E-005, 1.72296E-005, 1.75625E-005, 1.76646E-005, 1.57335E-005, 1.87956E-005, 1.30587E-005, 4.42114E-007
 1.60000E+002, 2.54228E+001, 2.64951E+001, 3.99851E+001, 2.63119E+001, 2.50148E+001, 2.52206E+001, 2.61426E+001, 1.79959E-002, 2.03920E-001, 2.13579E+002, 2.07614E-001, 3.43847E+001, 2.60320E+001, 1.28155E-001, 2.72363E+001, 2.50618E+001, 8.34318E-002, 2.64355E+001, 2.50141E+001, 1.00252E-005, 1.27331E-005, 1.46436E-005, 1.63576E-005, 1.93902E-005, 6.56652E-006, 1.07022E-005, 1.54795E-005, 1.71159E-005, 1.93825E-005, 8.83308E-007, 1.08407E-005, 1.74220E-005, 1.75743E-005, 1.77464E-005, 1.58318E-005, 1.88948E-005, 1.31598E-005, 4.48920E-007
 1.61001E+002, 2.54260E+001, 2.64878E+001, 3.99350E+001, 2.64900E+001, 2.50150E+001, 2.52721E+001, 2.62551E+001, 1.79972E-002, 2.03918E-001, 2.14183E+002, 2.09461E-001, 3.48050E+001, 2.60367E+001, 1.29941E-001, 2.73596E+001, 2.50622E+001, 8.10223E-002, 2.62788E+001, 2.50142E+001, 1.00788E-005, 1.28072E-005, 1.47156E-005, 1.64477E-005, 1.96442E-005, 6.29058E-006, 1.04618E-005, 1.55695E-005, 1.72473E-005, 1.95448E-005, 8.87365E-007, 1.10978E-005, 1.74882E-005, 1.76557E-005, 1.78266E-005, 1.59301E-005, 1.89943E-005, 1.32614E-005, 4.55601E-007
