General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
Correct O2 for pressure?;;35;20,94700;0,05900;0,002000;126,400;100,17;1636,3900;0,000;100,076;43,300;0,005;304,550;302,950;25,80;325,283;263,183;0,000;48,300;54,600;53,500;301,950;;;;;0,00;0,00;0,00;3,00;2,55;15,452;25,982;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,7893;0,00000;0,0000;0,00583903;0,00583903;-0,00192;0,48410;0,1584;27,702100;-0,000928;23,887547;23,762051;-0,0002;-0,0219;0,00;0,00;0,00;0,00;0,40;;4,442;4,336;0,0511543;20,94800;0,05700;0,00000;0,0006199;;1674,52;35,00;;;
;;36;20,94900;0,05800;0,002000;131,275;100,17;1636,3800;0,000;100,076;43,300;0,005;304,550;302,950;25,80;325,283;263,183;0,000;48,300;54,600;53,500;301,950;;;;;0,00;0,00;0,00;3,00;2,55;15,435;25,966;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,1417;0,00000;0,0000;0,00583903;0,00583903;0,00053;0,56735;0,1635;28,231254;-0,000902;24,343838;24,215944;-0,0002;-0,0217;0,00;0,00;0,00;0,00;0,45;;4,470;4,336;0,0454316;20,94700;0,05800;0,01000;0,0005411;;1674,51;36,00;;;
Apparatus;;37;20,94800;0,05800;0,001000;130,675;100,16;1636,3800;0,000;100,076;43,300;0,005;304,550;302,950;25,80;325,250;263,190;0,000;48,300;54,500;53,500;301,950;;;;;0,00;0,00;0,00;3,00;2,56;15,423;25,982;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,7986;0,00000;0,0000;-0,00083415;-0,00083415;0,00003;-3,96239;0,1683;28,166664;-0,000891;24,288141;24,160540;-0,0002;-0,0214;0,00;0,00;0,00;0,00;0,41;;4,484;4,388;0,0424005;20,94800;0,05800;0,00800;0,0005060;;1674,51;37,00;;;
C-factor (SI units);0,043;38;20,94600;0,05900;0,009000;127,750;100,18;1636,3800;0,000;100,076;43,300;0,005;304,550;302,950;25,80;325,217;263,190;0,000;48,200;54,500;53,500;301,950;;;;;0,00;0,00;0,00;3,00;2,56;15,465;25,990;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,0241;0,00000;0,0000;0,00000000;0,00000000;0,00446;Infinity;0,1703;27,849641;-0,001017;24,014772;23,888607;-0,0002;-0,0241;0,00;0,00;0,00;0,00;0,37;;4,456;4,388;0,0178853;20,94900;0,05800;0,02600;0,0002178;;1674,51;38,00;;;
OD correction factor;1;39;20,94700;0,05800;0,012000;127,500;100,19;1636,3800;0,000;100,078;43,300;0,005;304,550;302,950;25,80;325,217;263,190;0,000;48,200;54,500;53,500;301,950;;;;;0,00;0,00;0,00;3,00;2,56;15,465;25,990;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,5753;0,00000;0,0000;0,00000000;0,00000000;0,00421;Infinity;0,1719;27,822378;-0,001108;23,991264;23,865222;-0,0002;-0,0262;0,00;0,00;0,00;0,00;0,34;;4,388;4,326;0,0139193;20,95000;0,05800;0,02500;0,0001701;;1674,51;39,00;;;
Duct diameter (m);0,114;40;20,94900;0,05800;0,015000;129,400;100,18;1636,3800;0,000;100,076;43,300;0,005;304,550;302,950;25,80;325,217;263,190;0,000;48,200;54,500;53,500;301,950;;;;;0,00;0,00;0,00;3,00;2,56;15,444;26,003;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,1203;0,00000;0,0000;0,00000000;0,00000000;0,00251;Infinity;0,1750;28,028915;-0,001013;24,169360;24,042383;-0,0002;-0,0242;0,00;0,00;0,00;0,00;0,37;;4,337;4,326;0,0275707;20,94900;0,05700;0,01800;0,0003317;;1674,51;40,00;;;
O2 delay time (s);12;41;20,95000;0,05900;0,013000;123,875;100,17;1636,3800;0,000;100,076;43,300;0,005;304,550;302,850;25,80;325,217;263,190;0,000;48,200;54,500;53,500;301,950;;;;;0,00;0,00;0,00;3,00;2,56;15,473;25,979;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5250;0,00000;0,0000;-0,00083415;-0,00083415;0,00124;-3,85790;0,1785;27,424012;-0,000987;23,647752;23,515750;-0,0002;-0,0230;0,00;0,00;0,00;0,00;0,37;;4,312;4,240;0,0311467;20,94900;0,05800;0,01300;0,0003824;;1674,51;41,00;;;
CO2 delay time (s);10;42;20,94900;0,05900;0,021000;132,475;100,17;1636,3800;0,000;100,072;43,300;0,005;304,550;302,950;25,90;325,150;263,196;0,000;48,200;54,400;53,400;301,950;;;;;0,00;0,00;0,00;3,00;2,56;15,427;25,979;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,0672;0,00000;0,0000;0,00583903;0,00583903;0,00154;0,49560;0,1816;28,359993;-0,000977;24,454849;24,326372;-0,0002;-0,0236;0,00;0,00;0,00;0,00;0,34;;4,288;4,240;0,0271020;20,95000;0,05700;0,01400;0,0003220;;1674,51;42,00;;;
CO delay time (s);10;43;20,94800;0,05900;0,008000;127,750;100,17;1636,3700;0,000;100,080;43,200;0,005;304,550;302,950;25,90;325,183;263,196;0,000;48,200;54,500;53,400;301,950;;;;;0,00;0,00;0,00;3,00;2,56;15,454;26,011;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2083;0,00000;0,0000;0,00583903;0,00583903;-0,00095;0,48668;0,1858;27,849641;-0,000934;24,014772;23,888607;-0,0002;-0,0221;0,00;0,00;0,00;0,00;0,34;;4,272;4,222;0,0371847;20,95000;0,05700;0,00400;0,0004485;;1674,50;43,00;;;
;;44;20,94800;0,05800;-0,007000;127,875;100,18;1636,3700;0,000;100,068;43,200;0,005;304,450;302,950;25,80;325,150;263,196;0,000;48,200;54,400;53,400;301,950;;;;;0,00;0,00;0,00;3,00;2,57;15,463;25,992;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,8103;0,00000;0,0000;-0,00083415;-0,00083415;-0,00243;-3,92035;0,1906;27,867839;-0,001042;24,022574;23,904217;-0,0002;-0,0247;0,00;0,00;0,00;0,00;0,34;;4,278;4,222;0,0425036;20,95000;0,05800;-0,00200;0,0005118;;1674,50;44,00;;;
Laboratory;;45;20,94900;0,05700;0,003000;126,275;100,19;1636,3700;0,000;100,072;43,200;0,005;304,550;302,950;25,80;325,150;263,196;0,000;48,200;54,400;53,400;301,950;;;;;0,00;0,00;0,00;3,00;2,57;15,450;25,968;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,1143;0,00000;0,0000;0,00000000;0,00000000;0,00101;Infinity;0,1937;27,688398;-0,001133;23,875733;23,750298;-0,0002;-0,0267;0,00;0,00;0,00;0,00;0,34;;4,271;4,197;0,0275183;20,95000;0,05800;0,01200;0,0003346;;1674,50;45,00;;;
Laboratory name;FZJ IAS-7;46;20,95000;0,05800;0,000000;127,725;100,19;1636,3700;0,000;100,072;43,200;0,005;304,550;302,850;25,90;325,150;263,196;0,000;48,200;54,400;53,400;301,950;;;;;0,00;0,00;0,00;3,00;2,57;15,469;25,976;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,3429;0,00000;0,0000;0,00000000;0,00000000;-0,00144;Infinity;0,1991;27,846916;-0,001191;24,012423;23,878385;-0,0002;-0,0282;0,00;0,00;0,00;0,00;0,41;;4,270;4,197;0,0472097;20,94800;0,05900;0,00200;0,0005693;;1674,50;46,00;;;
Operator;Clara;47;20,94800;0,05800;0,010000;123,800;100,19;1636,3700;0,000;100,066;43,200;0,005;304,550;302,950;25,90;325,117;263,196;0,000;48,200;54,400;53,300;301,950;;;;;0,00;0,00;0,00;3,00;2,57;15,465;25,984;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,8172;0,00000;0,0000;0,00000000;0,00000000;0,00269;Infinity;0,2019;27,415708;-0,001164;23,640592;23,516392;-0,0002;-0,0272;0,00;0,00;0,00;0,00;0,37;;4,266;4,145;0,0248929;20,94900;0,05800;0,01900;0,0003064;;1674,50;47,00;;;
Filename;27082026_3_Candles_R2,csv;48;20,94700;0,05800;0,008000;126,375;100,19;1636,3700;0,000;100,072;43,200;0,005;304,450;302,850;25,90;325,083;263,196;0,000;48,100;54,400;53,300;301,950;;;;;0,00;0,00;0,00;3,00;2,57;15,473;25,992;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,8076;0,00000;0,0000;0,00000000;0,00000000;0,00101;Infinity;0,2067;27,703909;-0,001138;23,881263;23,755758;-0,0002;-0,0268;0,00;0,00;0,00;0,00;0,44;;4,256;4,145;0,0424803;20,94700;0,05800;0,01200;0,0005158;;1674,50;48,00;;;
Report name;;49;20,94800;0,05800;0,026000;132,500;100,18;1636,3700;0,000;100,066;43,200;0,005;304,450;302,850;25,90;325,050;263,196;0,000;48,100;54,300;53,300;301,950;;;;;0,00;0,00;0,00;3,00;2,57;15,444;25,976;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,1268;0,00000;0,0000;0,00000000;0,00000000;0,00354;Infinity;0,2098;28,367326;-0,001028;24,453141;24,324630;-0,0002;-0,0248;0,00;0,00;0,00;0,00;0,41;;4,251;4,097;0,0276285;20,94800;0,05800;0,02200;0,0003288;;1674,50;49,00;;;
;;50;20,94900;0,05700;0,025000;129,975;100,19;1636,3700;0,000;100,072;43,200;0,005;304,450;302,850;25,90;325,083;263,196;0,000;48,200;54,300;53,300;301,950;;;;;0,00;0,00;0,00;3,00;2,57;15,486;26,003;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,2261;0,00000;0,0000;-0,00082397;-0,00082397;0,00177;-4,00119;0,2121;28,095734;-0,001187;24,219024;24,091744;-0,0003;-0,0284;0,00;0,00;0,00;0,00;0,30;;4,219;4,097;0,0196701;20,95100;0,05800;0,01500;0,0002363;;1674,50;50,00;;;
Pre-test conditions;;51;20,95000;0,05800;0,018000;131,325;100,19;1636,3700;0,000;100,072;43,200;0,005;304,550;302,950;25,90;325,050;263,196;0,000;48,100;54,300;53,300;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,503;26,014;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5089;0,00000;0,0000;0,00576782;0,00576782;0,00128;0,64940;0,2156;28,236630;-0,001144;24,348473;24,220555;-0,0002;-0,0275;0,00;0,00;0,00;0,00;0,38;;4,193;4,066;0,0310050;20,94900;0,05900;0,01300;0,0003697;;1674,50;51,00;;;
Ambient temperature (°C);24,9;52;20,94900;0,05700;0,013000;127,400;100,20;1636,3601;0,000;100,066;43,200;0,005;304,450;302,850;25,90;325,050;263,196;0,000;48,100;54,300;53,300;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,486;25,990;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,3805;0,00000;0,0000;0,00576782;0,00576782;0,00077;0,56591;0,2200;27,816032;-0,001202;23,977915;23,851903;-0,0003;-0,0285;0,00;0,00;0,00;0,00;0,41;;4,188;4,066;0,0387058;20,94800;0,05800;0,01100;0,0004680;;1674,49;52,00;;;
Barometric pressure (Pa);100078;53;20,94900;0,05700;0,014000;127,200;100,20;1636,3601;0,000;100,066;43,200;0,005;304,450;302,950;25,90;325,017;263,196;0,000;48,100;54,300;53,200;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,492;26,003;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,5276;0,00000;0,0000;-0,00082397;-0,00082397;-0,00070;-3,95826;0,2245;27,794190;-0,001276;23,959087;23,841043;-0,0003;-0,0302;0,00;0,00;0,00;0,00;0,37;;4,193;4,065;0,0400061;20,94900;0,05800;0,00500;0,0004836;;1674,49;53,00;;;
Relative hunidity (%);43,1;54;20,95000;0,05800;0,004000;131,100;100,20;1636,3601;0,000;100,072;43,200;0,005;304,450;302,950;25,90;325,017;263,196;0,000;48,100;54,300;53,200;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,465;25,982;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,3831;0,00000;0,0000;0,00000000;0,00000000;-0,00345;Infinity;0,2309;28,217064;-0,001249;24,323612;24,203772;-0,0003;-0,0300;0,00;0,00;0,00;0,00;0,41;;4,216;4,065;0,0564015;20,94800;0,05900;-0,00600;0,0006705;;1674,49;54,00;;;
;;55;20,95000;0,05800;-0,002000;124,575;100,21;1636,3601;0,000;100,066;43,200;0,005;304,450;302,950;25,90;324,983;263,203;0,000;48,100;54,200;53,200;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,461;25,976;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,8680;0,00000;0,0000;-0,00083415;-0,00083415;-0,00264;-4,37415;0,2367;27,505903;-0,001323;23,710579;23,593759;-0,0003;-0,0310;0,00;0,00;0,00;0,00;0,40;;4,251;4,106;0,0518495;20,94800;0,05900;-0,00300;0,0006325;;1674,49;55,00;;;
Conditioning;;56;20,95000;0,05900;0,012000;129,300;100,21;1636,3601;0,000;100,066;43,200;0,005;304,450;302,950;25,90;324,950;263,203;0,000;48,000;54,200;53,200;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,479;25,998;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,0527;0,00000;0,0000;0,00583903;0,00583903;0,00127;0,63662;0,2408;28,022684;-0,001364;24,156053;24,037039;-0,0003;-0,0325;0,00;0,00;0,00;0,00;0,41;;4,264;4,106;0,0358098;20,94800;0,05900;0,01300;0,0004301;;1674,49;56,00;;;
Conditionet ? (Y/N);N;57;20,95000;0,05800;0,002000;123,150;100,22;1636,3501;0,000;100,066;43,200;0,005;304,450;302,950;25,90;324,950;263,203;0,000;48,000;54,200;53,200;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,437;25,992;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,3646;0,00000;0,0000;0,00583903;0,00583903;-0,00166;0,62129;0,2462;27,348132;-0,001455;23,574577;23,458427;-0,0003;-0,0339;0,00;0,00;0,00;0,00;0,40;;4,271;4,159;0,0474017;20,94800;0,05900;0,00100;0,0005819;;1674,48;57,00;;;
Conditioning temperature (°C);;58;20,94800;0,05800;0,019000;127,500;100,21;1636,3501;0,000;100,066;43,200;0,005;304,450;302,950;25,90;324,950;263,203;0,000;48,000;54,200;53,200;301,950;;;;;0,00;0,00;0,00;3,00;2,58;15,481;26,000;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,0994;0,00000;0,0000;-0,00083415;-0,00083415;0,00200;-4,42520;0,2493;27,826947;-0,001379;23,987325;23,869141;-0,0003;-0,0327;0,00;0,00;0,00;0,00;0,37;;4,271;4,159;0,0273862;20,94900;0,05900;0,01600;0,0003317;;1674,48;58,00;;;
Conditioning RH (%);;59;20,94900;0,05800;0,012000;127,025;100,21;1636,3501;0,000;100,064;43,200;0,005;304,550;302,950;25,90;324,950;263,203;0,000;48,000;54,200;53,200;301,950;;;;;0,00;0,00;0,00;3,00;2,59;15,437;25,995;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5383;0,00000;0,0000;0,00000000;0,00000000;0,00248;Infinity;0,2528;27,770504;-0,001370;23,946532;23,820725;-0,0003;-0,0324;0,00;0,00;0,00;0,00;0,41;;4,255;4,169;0,0312641;20,94800;0,05800;0,01800;0,0003795;;1674,48;59,00;;;
;;60;20,94700;0,05800;0,022000;130,350;100,21;1636,3501;0,000;100,066;43,200;0,005;304,550;302,950;25,90;324,917;263,203;0,000;48,000;54,200;53,100;301,950;;;;;0,00;0,00;0,00;3,00;2,59;15,467;26,019;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,2127;0,00000;0,0000;0,00000000;0,00000000;0,00152;Infinity;0,2580;28,131615;-0,001343;24,257919;24,130476;-0,0003;-0,0322;0,00;0,00;0,00;0,00;0,48;;4,257;4,169;0,0460598;20,94600;0,05800;0,01400;0,0005508;;1674,48;60,00;;;
Data collected;;61;20,94800;0,05900;0,015000;123,825;100,22;1636,3501;0,000;100,074;43,200;0,005;304,450;302,950;25,90;324,883;263,203;0,000;48,000;54,100;53,100;301,950;;;;;0,00;0,00;0,00;3,00;2,59;15,502;25,984;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,9348;0,00000;0,0000;0,00000000;0,00000000;-0,00118;Infinity;0,2649;27,422979;-0,001466;23,639096;23,522629;-0,0003;-0,0342;0,00;0,00;0,00;0,00;0,50;;4,286;4,204;0,0612755;20,94500;0,05800;0,00300;0,0007504;;1674,48;61,00;;;
CO/CO2 data collected?;Yes;62;20,95100;0,05800;0,013000;128,900;100,22;1636,3501;0,000;100,074;43,200;0,005;304,450;302,950;25,90;324,883;263,203;0,000;48,000;54,100;53,100;301,950;;;;;0,00;0,00;0,00;3,00;2,59;15,450;26,016;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,4062;0,00000;0,0000;0,00000000;0,00000000;0,00077;Infinity;0,2693;27,979305;-0,001489;24,118660;23,999829;-0,0003;-0,0355;0,00;0,00;0,00;0,00;0,41;;4,309;4,204;0,0389330;20,94800;0,05800;0,01100;0,0004680;;1674,48;62,00;;;
Mass data collected?;Yes;63;20,94900;0,05800;0,011000;122,775;100,23;1636,3501;0,000;100,066;43,200;0,005;304,450;302,950;25,90;324,883;263,203;0,000;48,000;54,100;53,100;301,950;;;;;0,00;0,00;0,00;3,00;2,59;15,460;26,022;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,3557;0,00000;0,0000;0,00000000;0,00000000;-0,00141;Infinity;0,2747;27,306462;-0,001512;23,538657;23,422684;-0,0003;-0,0352;0,00;0,00;0,00;0,00;0,40;;4,318;4,265;0,0473225;20,94800;0,05800;0,00200;0,0005819;;1674,48;63,00;;;
Smoke data collected;Yes;64;20,94800;0,05900;0,005000;129,875;100,22;1636,3501;0,000;100,074;43,200;0,005;304,450;302,950;25,90;324,883;263,203;0,000;48,000;54,100;53,100;301,950;;;;;0,00;0,00;0,00;3,00;2,59;15,473;25,992;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,4730;0,00000;0,0000;0,00000000;0,00000000;-0,00344;Infinity;0,2812;28,084923;-0,001486;24,209705;24,090425;-0,0003;-0,0355;0,00;0,00;0,00;0,00;0,41;;4,343;4,265;0,0571956;20,94800;0,05800;-0,00600;0,0006831;;1674,48;64,00;;;
Soot mass data colelcted;;65;20,94900;0,05900;-0,006000;128,050;100,22;1636,3501;0,000;100,066;43,200;0,005;304,450;302,950;25,90;324,850;263,203;0,000;48,000;54,100;53,000;301,950;;;;;0,00;0,00;0,00;3,00;2,59;15,452;26,006;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,7865;0,00000;0,0000;-0,00083415;-0,00083415;-0,00415;-3,92303;0,2880;27,886901;-0,001410;24,039006;23,920568;-0,0003;-0,0335;0,00;0,00;0,00;0,00;0,41;;4,378;4,321;0,0599657;20,94800;0,05800;-0,00900;0,0007211;;1674,48;65,00;;;
Soot mass ratio (1:x);;66;20,94800;0,05900;-0,003000;128,225;100,23;1636,3501;0,000;100,066;43,200;0,005;304,450;302,950;25,90;324,850;263,203;0,000;48,000;54,100;53,000;301,950;;;;;0,00;0,00;0,00;3,00;2,60;15,437;26,030;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,9465;0,00000;0,0000;0,00583903;0,00583903;0,00053;0,56082;0,2919;27,905950;-0,001500;24,055427;23,936908;-0,0003;-0,0356;0,00;0,00;0,00;0,00;0,37;;4,393;4,321;0,0348716;20,94900;0,05800;0,01000;0,0004203;;1674,48;66,00;;;
Soot mass (g);;67;20,94800;0,05900;0,013000;132,200;100,23;1636,3401;0,000;100,072;43,200;0,005;304,450;302,950;25,90;324,817;263,203;0,000;48,000;54,000;53,000;301,950;;;;;0,00;0,00;0,00;3,00;2,60;15,475;26,022;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,2132;0,00000;0,0000;0,00583903;0,00583903;0,00303;0,56944;0,2941;28,335194;-0,001505;24,425442;24,305100;-0,0003;-0,0363;0,00;0,00;0,00;0,00;0,34;;4,373;4,326;0,0195554;20,95000;0,05800;0,02000;0,0002334;;1674,47;67,00;;;
;;68;20,94800;0,05900;0,001000;125,975;100,23;1636,3401;0,000;100,064;43,200;0,005;304,450;302,950;25,90;324,817;263,203;0,000;48,000;54,000;53,000;301,950;;;;;0,00;0,00;0,00;3,00;2,60;15,486;26,003;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,9620;0,00000;0,0000;-0,00083415;-0,00083415;0,00223;-4,39866;0,2971;27,660031;-0,001561;23,843440;23,725965;-0,0003;-0,0368;0,00;0,00;0,00;0,00;0,37;;4,347;4,326;0,0261719;20,94900;0,05900;0,01700;0,0003191;;1674,47;68,00;;;
Comments;;69;20,94800;0,05800;0,016000;127,425;100,24;1636,3401;0,000;100,072;43,200;0,005;304,450;302,950;25,90;324,817;263,203;0,000;48,000;54,000;53,000;301,950;;;;;0,00;0,00;0,00;3,00;2,60;15,503;26,019;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2309;0,00000;0,0000;0,00000000;0,00000000;0,00200;Infinity;0,3013;27,818761;-0,001632;23,980268;23,862119;-0,0003;-0,0387;0,00;0,00;0,00;0,00;0,44;;4,336;4,294;0,0373846;20,94700;0,05900;0,01600;0,0004525;;1674,47;69,00;;;
